cpc_id;query;variant;qid;label;description;aliases;lang
P05098;Giovanni Pellegrini;no;Q88757527;Giovanni Pellegrini;"researcher; materials scientist (1971-)";[];it
P05098;Giovanni Pellegrini;no;Q3107304;Giovanni Pellegrini;French association football player (1940-1989);[];it
P05098;Giovanni Pellegrini;no;Q110257178;Giovanni Pellegrini;"Italian alchemist; professor; Pisa";[];it
P05098;Giovanni Pellegrini;no;Q110257177;Giovanni Pellegrini;"b. 1969; Jesi";[];it
P05098;Giovanni Pellegrini;no;Q102284199;Giovanni Pellegrini;Italian composer;[];it
P05098;Giovanni Pellegrini;no;Q110257165;Giovanni Pellegrini;"plasterer; sculptor";[];it
P05098;Giovanni Pellegrini;no;Q123578916;Giovanni Pellegrini;screenwriter;[];it
P05098;Giovanni Pellegrini;no;Q91098534;Giovanni Pellegrini;researcher (ORCID 0000-0001-9593-5578);[];it
P05098;Giovanni Pellegrini;no;Q103883594;Giovanni Pellegrini [pellegiova025651];article in Electronic Enlightenment;[];it
P05098;Giovanni Pellegrini;no;Q1042354;Carlo Pellegrini;Italian painter (1866-1937);['Giovanni Pellegrini'];it
P05213;Vincenzo Pelletti;no;;;;;
P05238;Luigi Pelliccia;no;;;;;
P05317;Virgilio Enrico Pellizzari;no;;;;;
P05317;Virgilio Pellizzari;yes;;;;;
P05317;Enrico Pellizzari;yes;;;;;
P05603;Oreste Penzo;no;;;;;
P05779;Arturo Perco;no;;;;;
P06148;Angelo Perizzoni;no;;;;;
P06519;Angelo Pertinè;no;;;;;
P06713;Giovanni Pescarollo;no;;;;;
P06904;Vittorio Petaros;no;;;;;
P07310;Vincenzo Petruzzelli;no;Q58225315;Vincenzo Petruzzelli;"researcher; ORCID id # 0000-0001-6921-9981";[];it
P07372;Pettinato;no;Q37165741;Pettinato;family name;[];it
P07372;Pettinato;no;Q16589832;Pettinato;Wikimedia disambiguation page;[];it
P07372;Pettinato;no;Q6073701;Pettinato & The Pessi-Mystics;2000 musical project by Argentine musician Roberto Pettinato;[];it
P07372;Pettinato;no;Q518313;Giovanni Pettinato;Italian orientalist (1934–2011);['Pettinato'];it
P07372;Pettinato;no;Q65124766;Rosario Pettinato;Italian politician;['PETTINATO Rosario'];it
P07685;Mario Piancastelli;no;;;;;
P08054;Silvanetto Piccini;no;;;;;
P08157;Riccardo Piccioni;no;;;;;
P08564;Gino Pierini;no;;;;;
P08637;Giovanni Pierotti;no;;;;;
P08894;Mariano Pigrucci;no;;;;;
P09235;Francesco Pinto;no;Q101461498;Francesco Pinto;researcher;[];it
P09235;Francesco Pinto;no;Q3750471;Francesco Pinto;Italian film director;[];it
P09235;Francesco Pinto;no;Q44832753;Francesco Pinto;Italian lawyer;[];it
P09235;Francesco Pinto;no;Q105569553;Francesco Emanuele Pinto y Mendoza;(1788-1875);['Francesco Pinto y Mendoza'];it
P09235;Francesco Pinto;no;Q116136428;Francesco Pintor;1773-06-05 Cagliari,  1831-12-23 Cagliari;[];it
P09235;Francesco Pinto;no;Q58886217;Francesco Pinto Boeno;researcher ORCID ID = 0000-0001-7729-7015;[];it
P09308;Augusto Piolanti;no;;;;;
P09632;Giordano Bruno Pirola;no;;;;;
P09632;Giordano Pirola;yes;;;;;
P09632;Bruno Pirola;yes;;;;;
P09953;Gennaro Pistone;no;;;;;
P10012;Pasquale Pittalis;no;;;;;
P10020;Mario Pittaluga;no;;;;;
P10051;Didaco Pitti;no;;;;;
P10086;Canio Piturro;no;;;;;
P10118;Arnaldo Piva;no;;;;;
P10134;Lino Piva;no;;;;;
P10243;Mario Pizzelli;no;;;;;
P10258;Rocco Pizzetti;no;;;;;
P10352;Mario Pizzoli;no;;;;;
P10440;Rosina Giuseppina Platini;no;;;;;
P10440;Rosina Platini;yes;;;;;
P10440;Giuseppina Platini;yes;;;;;
P10628;Luigi Podestà;no;Q63947755;Luigi Podestà;Italian politician;[];it
P10628;Luigi Podestà;no;Q21669803;Luigi Podestà;Italian association football player;[];it
P10690;Arnolfo Poggi;no;;;;;
P10727;Guido Poggi;no;Q42383588;Guido Poggi Santini;;[];it
P11089;Giuseppe Saverio Poli;no;Q1448895;Giuseppe Saverio Poli;Italian scientist (1746-1825);[];it
P11089;Giuseppe Saverio Poli;no;Q64751538;Giuseppe Saverio Poli;Roman Catholic bishop;[];it
P11089;Giuseppe Saverio Poli;no;Q52784839;Giuseppe Saverio Poli;"primary school in Molfetta; Bari; Apulia; Italy";[];it
P11089;Giuseppe Saverio Poli;no;Q103884099;Giuseppe Saverio Poli [poligiuse0003973];article in Electronic Enlightenment;[];it
P11089;Giuseppe Saverio Poli;no;Q52347833;Giuseppe Saverio Poli: magnetic therapy in Palermo at the beginning of XIX cent;"scientific article published on January 1; 2011";[];it
P11089;Giuseppe Poli;yes;Q3771248;Giuseppe Poli;Italian painter (1714-1740);[];it
P11089;Giuseppe Poli;yes;Q68587086;Giuseppe Poli;;[];it
P11089;Giuseppe Poli;yes;Q104052796;Giuseppe Poli;"academic (1948 - ); member of the Accademia delle Scienze di Torino since 2007";[];it
P11089;Giuseppe Poli;yes;Q61113295;Giuseppe Poli;Italian rower;[];it
P11089;Giuseppe Poli;yes;Q115902429;Giuseppe Poli;;[];it
P11089;Giuseppe Poli;yes;Q65697842;Giuseppe Poli;correspondence chess player;[];it
P11089;Giuseppe Poli;yes;Q60542377;Giuseppe Politi;;[];it
P11089;Giuseppe Poli;yes;Q5565506;Giuseppe Polito;Italian footballer;[];it
P11089;Giuseppe Poli;yes;Q93075321;Giuseppe Politino;researcher (ORCID 0000-0001-6826-9266);[];it
P11089;Giuseppe Poli;yes;Q55190918;Giuseppe Polignani;;[];it
P11089;Giuseppe Poli;yes;Q112554670;Giuseppe Polimeni;;[];it
P11089;Giuseppe Poli;yes;Q114557959;Giuseppe Polidori;;[];it
P11089;Giuseppe Poli;yes;Q26721322;Giuseppe Poli;Wikimedia disambiguation page;[];it
P11089;Giuseppe Poli;yes;Q133508341;Giuseppe Politino;;[];it
P11089;Giuseppe Poli;yes;Q133707715;Giuseppe Polisca;;[];it
P11089;Saverio Poli;yes;;;;;
P11102;Lorenzo Poli;no;Q6680799;Lorenzo Poli;Italian footballer;[];it
P11102;Lorenzo Poli;no;Q99646665;Lorenzo Polizzotto;historian (1939-2022);[];it
P11102;Lorenzo Poli;no;Q114726462;Lorenzo Polimeno;researcher;[];it
P11102;Lorenzo Poli;no;Q116795361;Lorenzo Polidori;researcher;[];it
P11333;Angelo Pollice;no;;;;;
P11527;Emidio Pompili;no;;;;;
P11880;Egidio Poretti;no;;;;;
P12276;Pietro Pozzi;no;Q138199838;Pietro Pozzi;;[];it
P12276;Pietro Pozzi;no;Q86194446;Pietro Pozzilli;researcher;[];it
P12478;Pietro Pratesi;no;Q36654653;Pietro Pratesi;botanist;[];it
P12478;Pietro Pratesi;no;Q75984022;Pietro Pratesi;(died 1923);[];it
P12485;Alceste Prati;no;;;;;
P12624;Davide Pregliasco;no;;;;;
P12644;Pietro Prelli;no;;;;;
P12800;Valentino Giovanni Pretto;no;;;;;
P12800;Valentino Pretto;yes;;;;;
P12800;Giovanni Pretto;yes;;;;;
P12834;Francesco Prevosto;no;;;;;
P12900;Francesco Primavera;no;;;;;
P12929;Giacomo Primozic;no;;;;;
P12937;Antonio Prina;no;;;;;
P13004;Ivo Prioli;no;;;;;
P13078;Valentino Procario;no;;;;;
P13115;Dino Profeti;no;;;;;
P13175;Moresi Adolfo Proietti;no;;;;;
P13175;Moresi Proietti;yes;;;;;
P13175;Adolfo Proietti;yes;;;;;
P13203;Libero Proni;no;;;;;
P13275;Serafino Protasoni;no;;;;;
P13488;Aldo Puccioni;no;;;;;
P13589;Pietro Pugliese;no;;;;;
P13611;Antonio Puglisi;no;;;;;
P13787;Giuseppe Pupella;no;;;;;
R00135;Giovanni Radaelli;no;Q131292362;Giovanni Radaelli;researcher;[];it
R00164;Bernardo Radessich;no;;;;;
R00376;Ferdinando Raffanini;no;;;;;
R00484;Paolo Giacomo Raggi;no;;;;;
R00484;Paolo Raggi;yes;Q89552205;Paolo Raggi;researcher;[];it
R00484;Giacomo Raggi;yes;Q109876943;Giacomo Raggi;Italian Capuchin theologian (1593-1657);[];it
R00579;Cesare Ragusi;no;;;;;
R00678;Francesco Pietro Augusto Raineri;no;;;;;
R00678;Francesco Raineri;yes;Q100956493;Francesco Raineri;"Italian painter; 1782-";[];it
R00678;Francesco Raineri;yes;Q3081009;Francesco Maria Raineri;Italian painter (1676-1758);['Francesco Raineri'];it
R00678;Pietro Raineri;yes;;;;;
R00678;Augusto Raineri;yes;;;;;
R00718;Pasquale Raitano;no;;;;;
R00764;Giuseppe Ramacci;no;;;;;
R00776;Giulio Ramadori;no;;;;;
R00864;Giuseppe Ramella;no;Q55680717;Giuseppe Ramella;;[];it
R01360;Oreste Rastello;no;;;;;
R01721;Carlo Re;no;Q112118684;Carlo Re;Italian prefect (1852-1908);[];it
R01721;Carlo Re;no;Q64762499;Carlo Re;Roman Catholic bishop (1893-1978);[];it
R01721;Carlo Re;no;Q133121;Clement XIII;pope of the Catholic Church from 1758 to 1769;['Carlo Rezzonico seniore'];it
R01721;Carlo Re;no;Q22093383;Carlo Revelli;Italian librarian (1926-2020);[];it
R01721;Carlo Re;no;Q656690;Carlo Rezzonico;Catholic cardinal (1724-1799);[];it
R01721;Carlo Re;no;Q1042407;Carlo Reali;Italian actor;[];it
R01721;Carlo Re;no;Q1042435;Carlo Recalcati;Italian basketball coach and player (born 1945);[];it
R01721;Carlo Re;no;Q57614674;Carlo Resteghini;researcher ORCID ID = 0000-0002-0188-9759;[];it
R01721;Carlo Re;no;Q3659772;Carlo Reguzzoni;Italian football player. (1908-1996);[];it
R01721;Carlo Re;no;Q58828639;Carlo Reggiani;researcher ORCID ID = 0000-0001-8080-361X;[];it
R01721;Carlo Re;no;Q2939244;Carlo Renaldini;Italian mathematician and engineer;[];it
R01721;Carlo Re;no;Q1042403;Carlo Reishammer;Italian architect (1806-1883);[];it
R01721;Carlo Re;no;Q16658112;Carlo Respighi;Italian presbyter (1873-1947);[];it
R01721;Carlo Re;no;Q357745;Carlo Rezzonico;Wikimedia disambiguation page;[];it
R01721;Carlo Re;no;Q5041586;Carlo Restallino;Italian painter (1776-1864);[];it
R01721;Carlo Re;no;Q56308608;Carlo re d'Allemagna;opera by Alessandro Scarlatti;[];it
R01721;Carlo Re;no;Q65496291;Carlo Repossi;Italian politician (1898-1973);[];it
R01721;Carlo Re;no;Q1849942;Carlo Resoort;Dutch DJ;[];it
R01721;Carlo Re;no;Q2939241;Carlo Revelli;Italian computer entrepreneur (1969- );[];it
R01721;Carlo Re;no;Q110224735;Carlo Reggio;;[];it
R01906;Domenico Recanatini;no;;;;;
R02025;Giovanni Battista Regaldo;no;;;;;
R02025;Giovanni Regaldo;yes;;;;;
R02025;Battista Regaldo;yes;;;;;
R02056;Giuseppe Reggente;no;;;;;
R02068;Dante Reggiani;no;;;;;
R02319;Ferdinando Rendina;no;;;;;
R02380;Alessandro Renzi;no;Q54001831;Alessandro Renzi;Italian astrophysicist;[];it
R02554;Aristide Restani;no;;;;;
R02572;Pietro Restelli;no;;;;;
R02809;Francesco Riccaro;no;;;;;
R02831;Giuseppe Ricchinti;no;;;;;
R03827;Giuseppe Riotta;no;;;;;
R03951;Domenico Ritta;no;;;;;
R04181;Giovanni Rizzi;no;Q3768031;Giovanni Rizzi;Italian poet and writer (1828-1889);[];it
R04181;Giovanni Rizzi;no;Q16560150;Giovanni Rizzi;Italian association football player;[];it
R04181;Giovanni Rizzi;no;Q123174946;Giovanni Rizzi;;[];it
R04181;Giovanni Rizzi;no;Q97665830;Giovanni Rizzi;;[];it
R04181;Giovanni Rizzi;no;Q112374024;Giovanni Rizzi;;[];it
R04181;Giovanni Rizzi;no;Q56855381;Giovanni Rizzi;researcher;[];it
R04181;Giovanni Rizzi;no;Q2903895;Giovanni Antonio Rizzi Zannoni;Italian geographer and cartographer (1736–1814);['Giovanni Rizzi-Zannoni'];it
R04546;Luigi Rocchi;no;Q64770436;Luigi Rocchi;Italian Roman Catholic;[];it
R04546;Luigi Rocchi;no;Q110253162;Luigi Rocchi;Italian historian and philologist (1844-1936);[];it
R04546;Luigi Rocchi;no;Q48811328;Luigi Rocchini;;[];it
R04964;Raniero Romagnoli;no;;;;;
R04979;Vincenzo Romairone;no;;;;;
R05152;Gaetano Romano;no;Q38324336;Gaetano Romano;researcher;[];it
R05152;Gaetano Romano;no;Q133018969;Gaetano Romano;;[];it
R05784;Leone Rosati;no;;;;;
R05860;Giovanni Rosetti;no;;;;;
R05886;Mario Rosi;no;Q3849051;Mario Rosi;Italian association football player;[];it
R05886;Mario Rosi;no;Q3849050;Mario Rosini;Italian musician and singer;[];it
R05886;Mario Rosi;no;Q58210594;Mario Rosique-Blasco;"researcher; ORCID id # 0000-0002-3364-7148";[];it
R05886;Mario Rosi;no;Q124353165;Mario Rosin;;[];it
R06002;Edoardo Giuseppe Rossero;no;;;;;
R06002;Edoardo Rossero;yes;;;;;
R06002;Giuseppe Rossero;yes;;;;;
R06217;Angelo Rossi;no;Q64734540;Angelo Rossi;Roman Catholic bishop (1825-1906);[];it
R06217;Angelo Rossi;no;Q106595339;Angelo Rossi;Italian painter (1670-1742);[];it
R06217;Angelo Rossi;no;Q3617201;Angelo Rossi;Italian politician (born 1933);[];it
R06217;Angelo Rossi;no;Q27841647;Angelo Rossi;Catholic Bishop of Alife (-1568);[];it
R06217;Angelo Rossi;no;Q114773384;Angelo Rossi;Italian politician (born 1976);[];it
R06217;Angelo Rossi;no;Q3617200;Angelo Rossi;Italian politician and industrialist (1838-1913);[];it
R06217;Angelo Rossi;no;Q3617198;Angelo Rossi;Wikimedia disambiguation page;[];it
R06217;Angelo Rossi;no;Q769434;Angelo Rossi;German international football referee;[];it
R06217;Angelo Rossi;no;Q63922590;Angelo Rossi;Italian politician and prefect (1898-?);[];it
R06217;Angelo Rossi;no;Q4762950;Angelo Rossi;American musician;[];it
R06217;Angelo Rossi;no;Q54860419;Angelo Rossi;Italian partisan (1915-1987);[];it
R06217;Angelo Rossi;no;Q136648939;Angelo Rossi;;[];it
R06217;Angelo Rossi;no;Q10396159;Ângelo Rossi;Brazilian journalist;[];it
R06217;Angelo Rossi;no;Q3617202;Angelo Rossi;"Italian composer; pianist and partisan (1924-2012)";[];it
R06217;Angelo Rossi;no;Q25410897;Angelo Rossi;Italian painter (1881-1967);[];it
R06217;Angelo Rossi;no;Q137834848;Angelo Rossi;Italian tenor;[];it
R06217;Angelo Rossi;no;Q131742992;Angelo Rossi;Swiss economist (1940-);[];it
R06217;Angelo Rossi;no;Q135975588;Angelo Rossi;Canadian engineer;[];it
R06217;Angelo Rossi;no;Q4762984;Angelo de Rossi;Italian artist (1671-1715);['Angelo Rossi'];it
R06217;Angelo Rossi;no;Q4762896;Angelo Joseph Rossi;American mayor (1878-1948);['Angelo Rossi'];it
R06560;Giuseppe Rossi;no;Q221216;Giuseppe Rossi;Italian footballer (1987-);[];it
R06560;Giuseppe Rossi;no;Q53394091;Giuseppe Rossi;researcher (ORCID 0000-0001-8377-2898);[];it
R06560;Giuseppe Rossi;no;Q55232832;Giuseppe Rossi;researcher ORCID: 0000-0002-5902-2568;[];it
R06560;Giuseppe Rossi;no;Q15711269;Giuseppe Rossi;Italian translator and engraver (-1842);[];it
R06560;Giuseppe Rossi;no;Q18683413;Giuseppe Rossi;Italian mineralogist and crystallographer (1938-1990);[];it
R06560;Giuseppe Rossi;no;Q52557537;Giuseppe Rossi;Italian hydrologist (born 1941);[];it
R06560;Giuseppe Rossi;no;Q3771360;Giuseppe Rossi;Italian politician (1904-1948);[];it
R06560;Giuseppe Rossi;no;Q3771359;Giuseppe Rossi;Italian politician (1797–1880);[];it
R06560;Giuseppe Rossi;no;Q52556669;Giuseppe Rossi;Italian painter (1876-1952);[];it
R06560;Giuseppe Rossi;no;Q89879866;Giuseppe Rossi;researcher (ORCID 0000-0003-0211-9294);[];it
R06560;Giuseppe Rossi;no;Q124476289;Giuseppe Rossi;;[];it
R06560;Giuseppe Rossi;no;Q15436246;Giuseppe Rossi;Italian bishop (1887-1983);[];it
R06560;Giuseppe Rossi;no;Q105686500;Giuseppe Rossi;Italian military and entrepreneur (1881-1957);[];it
R06560;Giuseppe Rossi;no;Q3769929;Giuseppe Aldo Rossi;Italian screenwriter;['Giuseppe Rossi'];it
R06560;Giuseppe Rossi;no;Q52556359;Giuseppe Rossi;Italian painter (1820-1899);[];it
R06560;Giuseppe Rossi;no;Q47520518;Giuseppe Rossi;Italian sculptor (1823-1907);[];it
R06560;Giuseppe Rossi;no;Q63922567;Giuseppe Rossi Milano;Italian politician (1842-1902);[];it
R06560;Giuseppe Rossi;no;Q90333124;Giuseppe Rossi;researcher (ORCID 0000-0001-5379-3444);[];it
R06560;Giuseppe Rossi;no;Q89935705;Giuseppe Rossi;researcher (ORCID 0000-0002-7121-4677);[];it
R06560;Giuseppe Rossi;no;Q102283755;Giuseppe Rossi;composer;[];it
R06564;Giuseppe Rossi;no;Q221216;Giuseppe Rossi;Italian footballer (1987-);[];it
R06564;Giuseppe Rossi;no;Q53394091;Giuseppe Rossi;researcher (ORCID 0000-0001-8377-2898);[];it
R06564;Giuseppe Rossi;no;Q55232832;Giuseppe Rossi;researcher ORCID: 0000-0002-5902-2568;[];it
R06564;Giuseppe Rossi;no;Q15711269;Giuseppe Rossi;Italian translator and engraver (-1842);[];it
R06564;Giuseppe Rossi;no;Q18683413;Giuseppe Rossi;Italian mineralogist and crystallographer (1938-1990);[];it
R06564;Giuseppe Rossi;no;Q52557537;Giuseppe Rossi;Italian hydrologist (born 1941);[];it
R06564;Giuseppe Rossi;no;Q3771360;Giuseppe Rossi;Italian politician (1904-1948);[];it
R06564;Giuseppe Rossi;no;Q3771359;Giuseppe Rossi;Italian politician (1797–1880);[];it
R06564;Giuseppe Rossi;no;Q52556669;Giuseppe Rossi;Italian painter (1876-1952);[];it
R06564;Giuseppe Rossi;no;Q89879866;Giuseppe Rossi;researcher (ORCID 0000-0003-0211-9294);[];it
R06564;Giuseppe Rossi;no;Q124476289;Giuseppe Rossi;;[];it
R06564;Giuseppe Rossi;no;Q15436246;Giuseppe Rossi;Italian bishop (1887-1983);[];it
R06564;Giuseppe Rossi;no;Q105686500;Giuseppe Rossi;Italian military and entrepreneur (1881-1957);[];it
R06564;Giuseppe Rossi;no;Q3769929;Giuseppe Aldo Rossi;Italian screenwriter;['Giuseppe Rossi'];it
R06564;Giuseppe Rossi;no;Q52556359;Giuseppe Rossi;Italian painter (1820-1899);[];it
R06564;Giuseppe Rossi;no;Q47520518;Giuseppe Rossi;Italian sculptor (1823-1907);[];it
R06564;Giuseppe Rossi;no;Q63922567;Giuseppe Rossi Milano;Italian politician (1842-1902);[];it
R06564;Giuseppe Rossi;no;Q90333124;Giuseppe Rossi;researcher (ORCID 0000-0001-5379-3444);[];it
R06564;Giuseppe Rossi;no;Q89935705;Giuseppe Rossi;researcher (ORCID 0000-0002-7121-4677);[];it
R06564;Giuseppe Rossi;no;Q102283755;Giuseppe Rossi;composer;[];it
R06836;Ulderico Rossi;no;;;;;
R07095;Giovanni Rotta;no;;;;;
R07326;Augusto Rubbi;no;;;;;
R07366;Pietro Stefano Rubicondo;no;;;;;
R07366;Pietro Rubicondo;yes;;;;;
R07366;Stefano Rubicondo;yes;;;;;
R07384;Carlo Rubini;no;;;;;
R07395;Giuseppe Rubini;no;Q45327574;Giuseppe Rubini;researcher;[];it
R07395;Giuseppe Rubini;no;Q3771364;Giuseppe Rubini;Italian writer (1793–1811);[];it
R07395;Giuseppe Rubini;no;Q21946189;Giuseppe Rubini;Italian association football player;[];it
R07426;Mainer Giuseppe Rubino;no;;;;;
R07426;Mainer Rubino;yes;;;;;
R07426;Giuseppe Rubino;yes;Q95950879;Giuseppe Rubino;researcher;[];it
R07426;Giuseppe Rubino;yes;Q3771366;Giuseppe Rubino;Italian lawyer and politician;[];it
R07605;Angelo Ruggiero;no;Q93336072;Angelo Ruggiero;researcher (ORCID 0000-0002-4658-7391);[];it
R07605;Angelo Ruggiero;no;Q4762956;Angelo Ruggiero;American mobster (1940 – 1989);[];it
R07777;Ottavio Rusi;no;;;;;
R07842;Costantino Russo;no;;;;;
R07966;Rosalia Rustighi;no;;;;;
R07989;Giuseppe Rutar;no;;;;;
S00204;Alfredo Saccani;no;;;;;
S00208;Giovanni Saccani;no;Q105510518;Giovanni Saccani;Italian librarian (born 1957);[];it
S00208;Giovanni Saccani;no;Q106283584;Giovanni Saccani;Italian priest (1852-1930);[];it
S00386;Antonio Saccoccio;no;Q108953331;Antonio Saccoccio;Italian jurist and university professor (born 1967);[];it
S00420;Leipziger Gustavo Sacerdote;no;;;;;
S00420;Leipziger Sacerdote;yes;;;;;
S00420;Gustavo Sacerdote;yes;Q54886882;Gustavo Sacerdote;;[];it
S00466;Massimiliano Saffritti;no;;;;;
S00485;Saverio Sagliocco;no;;;;;
S00561;Cirillo Saksida;no;;;;;
S00569;Venceslao Saksida;no;;;;;
S00743;Gabriele Salerno;no;Q19361841;Gabriele Salerno;Italian politician;[];it
S00848;Matteo Salmeri;no;;;;;
S00950;Giacomo Saluto;no;;;;;
S00980;Salvadori;no;Q21491364;Salvadori;family name;[];it
S00980;Salvadori;no;Q704169;Tommaso Salvadori;Italian ornithologist (1835–1923);['Salvadori'];it
S00980;Salvadori;no;Q107180386;Salvadori;;[];it
S00980;Salvadori;no;Q60792875;Salvadori;;[];it
S00980;Salvadori;no;Q935739;Salvadori's Teal;species of bird;['Salvadorina waigiuensis'];it
S00980;Salvadori;no;Q1263254;Salvadorina;genus of birds;[];it
S00980;Salvadori;no;Q6439963;Salvadoria;genus of myriapods;[];it
S00980;Salvadori;no;Q107139884;Salvadoria alata;;[];it
S00980;Salvadori;no;Q108731060;Salvadorini;family name;[];it
S00980;Salvadori;no;Q6439235;Salvadoria propinqua;species of myriapod;[];it
S00980;Salvadori;no;Q6439321;Salvadoria argentea;species of myriapod;[];it
S00980;Salvadori;no;Q6439150;Salvadoria furcata;species of myriapod;[];it
S00980;Salvadori;no;Q6439504;Salvadoria mexicana;species of myriapod;[];it
S00980;Salvadori;no;Q6439267;Salvadoria beliza;species of myriapod;[];it
S00980;Salvadori;no;Q6438981;Salvadoria sagittalis;species of myriapod;[];it
S00980;Salvadori;no;Q136510102;Salvadori azienda;;[];it
S00980;Salvadori;no;Q107170158;Salvadoria alata propinqua;;[];it
S00980;Salvadori;no;Q107170157;Salvadoria alata alata;;[];it
S00980;Salvadori;no;Q87401143;Edda Saccomani;;"['Salvadori Saccomani; Edda']";it
S00980;Salvadori;no;Q139759038;Salvadorita;"village in Nueva Guinea municipality; Costa Caribe Sur department; Nicaragua";[];it
S01024;Giovanni Battista Salvagni;no;;;;;
S01024;Giovanni Salvagni;yes;Q63870945;Giovanni Salvagnini;Italian politician;[];it
S01024;Battista Salvagni;yes;;;;;
S01148;Bettino Salvetti;no;;;;;
S01294;Gaspare Sammartano;no;;;;;
S01427;Eligio Francesco Sandra;no;;;;;
S01427;Eligio Sandra;yes;;;;;
S01427;Francesco Sandra;yes;;;;;
S01829;Raffaele Santarelli;no;;;;;
S01847;Filiberto Santarnecchi;no;;;;;
S01957;Giusto Santin;no;Q63927737;Giusto Santin;Italian politician;[];it
S02207;Mario Santucci;no;Q113849917;Mario Santucci;;[];it
S02292;Secondo Saporetti;no;;;;;
S02460;Rocco Sardone;no;;;;;
S02566;Ercole Sarti;no;Q5385228;Ercole Sarti;Italian painter (1593-1639);[];it
S02579;Giovanni Sarti;no;Q57923259;Giovanni Sarti;"researcher; ORCID id # 0000-0002-6327-4768";[];it
S02579;Giovanni Sarti;no;Q114561365;Giovanni Sartini;;[];it
S02647;Dante Sartore;no;;;;;
S02664;Armando Bruno Sartori;no;;;;;
S02664;Armando Sartori;yes;;;;;
S02664;Bruno Sartori;yes;Q3645924;Bruno Sartori;Italian aviator (1911–1995);[];it
