cpc_id;query;variant;qid;label;description;aliases;lang
G00848;Carlo Galimberti;no;Q1042182;Carlo Pietro Galimberti;Italian weightlifter (1894-1939);['Carlo Galimberti'];it
G00875;Enrico Galizzi;no;;;;;
G01012;Antonio Galli;no;Q65386879;Antonio Galli;Italian sculptor (1812-1861);[];it
G01012;Antonio Galli;no;Q3619620;Antonio Galli;Italian artisan and watchmaker (1822-1893);[];it
G01012;Antonio Galli;no;Q109876754;Antonio Galli;Italian poet;[];it
G01012;Antonio Galli;no;Q61235010;Antonio Galli;Swiss politician (1883-1942);[];it
G01012;Antonio Galli;no;Q126598518;Antonio Galli;Italian priest and writer (1908-2013);[];it
G01012;Antonio Galli;no;Q139171809;Antonio Galli;;[];it
G01012;Antonio Galli;no;Q347870;Antonio Galli da Bibiena;Italian painter and architect (1697-1774);[];it
G01012;Antonio Galli;no;Q23682298;Antonio Gallina;Argentinian judoka;[];it
G01012;Antonio Galli;no;Q62121586;Antonio Teodoro Gaetano Gallio Trivulzio;;['Antonio Gallio Trivulzio'];it
G01012;Antonio Galli;no;Q63718926;Antonio Gallina;Italian politician;[];it
G01012;Antonio Galli;no;Q123605200;Antonio Galliani;;[];it
G01012;Antonio Galli;no;Q3619619;Antonio Galli;Wikimedia disambiguation page;[];it
G01012;Antonio Galli;no;Q597739;Antoni Maria Gallissà;Spanish architect (1861–1903);['Antonio Gallissà'];it
G01012;Antonio Galli;no;Q139588208;Antonio Gallicchio;;[];it
G01012;Antonio Galli;no;Q94784301;Anton Gallician;;['Antonio Gallizian'];it
G01041;Dante Lorenzo Galli;no;;;;;
G01041;Dante Galli;yes;;;;;
G01041;Lorenzo Galli;yes;Q107332899;Lorenzo Galli;Italian alpine skier;[];it
G01041;Lorenzo Galli;yes;Q123358112;Lorenzo Galli;researcher;[];it
G01041;Lorenzo Galli;yes;Q107303583;Lorenzo Galli;Wikimedia disambiguation page;[];it
G01418;Mario Galluzzi;no;Q113632084;Alessandro Mussi;;['Mario Galluzzi'];it
G01591;Ambrogio Giuseppe Gamberini;no;;;;;
G01591;Ambrogio Gamberini;yes;;;;;
G01591;Giuseppe Gamberini;yes;Q133711315;Giuseppe Gamberini;;[];it
G01656;Carlo Gambini;no;Q3659398;Carlo Gambini;Italian association football player;[];it
G01750;Dante Gandini;no;;;;;
G01966;Romolo Garbati;no;;;;;
G02110;Francesco Garegnani;no;;;;;
G02202;Giovanni Gariani;no;;;;;
G02224;Martino Garibaldi;no;;;;;
G02305;Luigi Garner;no;;;;;
G02443;Francesco Garuti;no;;;;;
G02541;Giuseppe Gasparin;no;Q80589824;Giuseppe Gasparin;Italian politician (1950);[];it
G02662;Guido Gasperini;no;Q21707405;Guido Gasperini;Italian librarian and musicologist (1865-1942);[];it
G02795;Alessio Gaspare Gatti;no;;;;;
G02795;Alessio Gatti;yes;;;;;
G02795;Gaspare Gatti;yes;Q110144075;Gaspare Gatti;Italian wood carver;[];it
G02824;Carlo Gatti;no;Q48234852;Carlo Gatti;Italian crystallographer;[];it
G02824;Carlo Gatti;no;Q3659408;Carlo Gatti;Italian musicologist and composer (1876-1965);[];it
G02824;Carlo Gatti;no;Q5041514;Carlo Gatti;British businessman (1817-1878);[];it
G02824;Carlo Gatti;no;Q114664552;Carlo Gatti;Italian Salesian Arabist (1875-1947);[];it
G02824;Carlo Gatti;no;Q112460232;Carlo Gatti;Italian chemist and crystallographer;[];it
G02824;Carlo Gatti;no;Q140377817;Carlo Gatti;Italian literary (16th-17th century);['Carlo Gatti piacentino'];it
G02824;Carlo Gatti;no;Q130397609;Carlo Gatti;Wikimedia disambiguation page;[];it
G02824;Carlo Gatti;no;Q16536965;Carlo Gattini;Italian association football player;[];it
G02910;Santino Guido Gatti;no;;;;;
G02910;Santino Gatti;yes;;;;;
G02910;Guido Gatti;yes;Q3779296;Guido Gatti;Italian journalist, music critic and musicologist (1892-1973);[];it
G02910;Guido Gatti;yes;Q91185179;Guido Gatti;;[];it
G02910;Guido Gatti;yes;Q130215574;Guido Gatti;Wikimedia disambiguation page;[];it
G02910;Guido Gatti;yes;Q3779216;Guido Carlo Gatti;Italian basketball player (1938–2024);['Guido Gatti'];it
G02979;Angelo Gaudenzi;no;;;;;
G02992;Michele Gaudenzi;no;;;;;
G03037;Antenore Gavarini;no;;;;;
G03076;Giovanni Gavello;no;;;;;
G03807;Luigi Giuseppe Gerini;no;;;;;
G03807;Luigi Gerini;yes;;;;;
G03807;Giuseppe Gerini;yes;;;;;
G03837;Dante Raffaele Luigi Eugenio Germani;no;;;;;
G03837;Dante Germani;yes;;;;;
G03837;Raffaele Germani;yes;;;;;
G03837;Luigi Germani;yes;;;;;
G03837;Eugenio Germani;yes;;;;;
G03873;Gino Germi;no;;;;;
G04099;Paola Gherardi;no;;;;;
G04335;Alfredo Ghiglieri;no;;;;;
G04340;Carlo Ghiglione;no;;;;;
G04636;Augusto Giacche;no;;;;;
G04714;Angelo Giacobuzzi;no;;;;;
G04752;Giovanni Mario Giacomelli;no;;;;;
G04752;Giovanni Giacomelli;yes;Q100424713;Giovanni Giacomelli;researcher ORCID 0000-0003-2955-3322;[];it
G04752;Giovanni Giacomelli;yes;Q89456041;Giovanni Giacomelli;researcher (ORCID 0000-0002-5140-0173);[];it
G04752;Mario Giacomelli;yes;Q731595;Mario Giacomelli;Italian photographer (1925–2000);[];it
G04752;Mario Giacomelli;yes;Q100795046;Mario Giacomelli;college basketball player (1949–1950) Ohio State;[];it
G04752;Mario Giacomelli;yes;Q79271026;Mario Giacomelli: Photographs;1970 Exhibition at SFMOMA (then the San Francisco Museum of Art);[];it
G04882;Liubomiro Giacopci;no;;;;;
G05182;Arnaldo Giannelli;no;;;;;
G05233;Giovanni Giannetto;no;;;;;
G05319;Pietro Giannini;no;Q41569785;Pietro Giannini;Italian mathematician (fl. 1773-1784);[];it
G05319;Pietro Giannini;no;Q108117720;Pietro Giannini;Italian classical philologist (born 1945);[];it
G05319;Pietro Giannini;no;Q102289541;Pietro Giannini;;[];it
G05354;F Giannoni;no;;;;;
G05429;Giuseppe Gianotti;no;;;;;
G05476;Gaetano Giaquinto;no;;;;;
G05709;Primo Gigli;no;;;;;
G05727;Bartolomeo Giglio;no;;;;;
G05783;Giacomo Gilardino;no;;;;;
G05977;Carlo Gioini;no;;;;;
G06224;Luigi Arcangelo Giorgetti;no;;;;;
G06224;Luigi Giorgetti;yes;;;;;
G06224;Arcangelo Giorgetti;yes;;;;;
G06700;Ernesto Girardi;no;;;;;
G06908;Edoardo Giudici;no;;;;;
G07001;Cesare Giuliani;no;Q87670358;Cesare Giuliani;Italian painter (born 1944);[];it
G07019;Gaetano Ruffo Giuliani;no;;;;;
G07019;Gaetano Giuliani;yes;Q63869446;Gaetano Giuliani;Italian politician (1850-1923);[];it
G07019;Ruffo Giuliani;yes;;;;;
G07208;Angelo Giuntoni;no;;;;;
G07306;Ettore Gino Giusti;no;;;;;
G07306;Ettore Giusti;yes;;;;;
G07306;Gino Giusti;yes;;;;;
G07490;Ernesto Gnassi;no;;;;;
G07514;Pietro Gnocchi;no;Q1777150;Pietro Gnocchi;Italian composer (1689-1775);[];it
G07602;Angelo Giov Battista Gobetto;no;;;;;
G07602;Angelo Gobetto;yes;;;;;
G07602;Giov Gobetto;yes;;;;;
G07602;Battista Gobetto;yes;;;;;
G07620;Aurelio Godeas;no;;;;;
G07985;Giovanni Gori;no;Q336259;Giovanni Goria;Italian politician (1943–1994);[];it
G07985;Giovanni Gori;no;Q55949837;Giovanni Gorini;Italian numismatist (born 1941);[];it
G07985;Giovanni Gori;no;Q97053233;Giovanni Gori Gandellini;Italian businessman, collector and writer (1703-1769);[];it
G07985;Giovanni Gori;no;Q18812024;Giovanni Goria;Italian gastronomist and lawyer (1929-2018);[];it
G07985;Giovanni Gori;no;Q123574801;Giovanni Gorini;Italian Dominican friar and hagiographer;[];it
G07985;Giovanni Gori;no;Q133818372;Giovanni Gorini;Italian mathematician (1783-1825);[];it
G07985;Giovanni Gori;no;Q140351830;Fondazione Giovanni Goria;nonprofit organization in Asti, Italy;['Giovanni Goria Foundation'];it
G08272;Severino Gozzi;no;;;;;
G08454;Almo Granai;no;;;;;
G08617;Ernesto Grando;no;;;;;
G08736;Ettore Grassi;no;;;;;
G08815;Ferdinando Grassini;no;Q97929979;Ferdinando Grassini;"Person; male; Engraver, etcher and draughtsman from Pisa. Studied under Giuseppe Rossi.Taught etching and drawing in the 1840s. Named as intermediary draughtsman on a plate engraved for 'Storia della Pittoria', a work, involving G. Rossi, in Pisa, 18";[];it
G08844;Federico Grasso;no;Q106370800;Federico Grasso;Argentine basketball player;[];it
G08938;Enrico Graziani;no;Q100891561;Enrico Graziani;Italian particle physicist;[];it
G08938;Enrico Graziani;no;Q3725800;Enrico Giuseppe Graziani;Italian politician;['Enrico Graziani'];it
G08943;Francesco Graziani;no;Q355897;Francesco Graziani;Italian footballer;[];it
G08943;Francesco Graziani;no;Q18508091;Ciccio Graziani;Italian painter (17th c.);['Francesco Graziani'];it
G08943;Francesco Graziani;no;Q4121399;Francesco Graziani;Italian baritone and voice teacher (1828–1901);[];it
G08943;Francesco Graziani;no;Q108524570;Francesco Graziani;catholic bishop;[];it
G08943;Francesco Graziani;no;Q21034482;Francesco Graziani;Wikimedia disambiguation page;[];it
G09255;Giovanni Davide Gregorutti;no;;;;;
G09255;Giovanni Gregorutti;yes;;;;;
G09255;Davide Gregorutti;yes;;;;;
G09257;Costantino Gregory;no;;;;;
G09331;Vincenzo Grgin;no;;;;;
G09416;Alfredo Grignaffini;no;;;;;
G09433;Vincenzo Grigoletto;no;;;;;
G09743;Gaetano Grossi;no;Q55466913;Gaetano Grossi;Violoncellist, bandleader and composer;[];it
G09868;Antonio Grubic;no;;;;;
G09923;Oscar Gruden;no;;;;;
G09927;Stanislao Gruden;no;;;;;
G10119;Pietro Gualducci;no;;;;;
G10254;Giuseppe Guarino;no;Q1101824;Giuseppe Guarino;Italian cardinal (1827–1897);[];it
G10254;Giuseppe Guarino;no;Q1528377;Giuseppe Guarino;Italian film director (1885–1963);[];it
G10254;Giuseppe Guarino;no;Q3770734;Giuseppe Guarino;Italian jurist and politician (1922–2020);[];it
G10254;Giuseppe Guarino;no;Q605183;Giuseppe Guarino;Wikimedia disambiguation page;[];it
G10254;Giuseppe Guarino;no;Q59150121;Giuseppe Guarino;;[];it
G10344;Giuseppe Guarrasi;no;;;;;
G10417;Giovanni Guatelli;no;;;;;
G10458;Pasko Guberina;no;;;;;
G10626;Giuseppe Guerra;no;Q21572117;Giuseppe Guerra;Italian painter;[];it
G10626;Giuseppe Guerra;no;Q19357580;Giuseppe Guerra;Italian religious;[];it
G10626;Giuseppe Guerra;no;Q58035471;Giuseppe Guerra;engraver;[];it
G10626;Giuseppe Guerra;no;Q127416575;Giuseppe Guerra;;[];it
G10626;Giuseppe Guerra;no;Q68904389;Giuseppe Guerra;Roman Catholic bishop;[];it
G10706;Giuseppe Guerriero;no;;;;;
G10758;Paolo Guerrini;no;Q3894140;Paolo Guerrini;Italian civil servant and politician;[];it
G10758;Paolo Guerrini;no;Q61476535;Paolo Guerrini;Italian priest and librarian (1880-1960);[];it
G10937;Giovanni Guida;no;Q90249842;Giovanni Guida;Italian painter (born 1992);[];it
G10937;Giovanni Guida;no;Q58309350;Giovanni Guida;Italian computer engineer;[];it
G10937;Giovanni Guida;no;Q43131077;Giovanni Guida;Italian painter (1837–1895);[];it
G10937;Giovanni Guida;no;Q139045554;Giovanni Guida;;[];it
G11106;Utilio Guidi;no;;;;;
G11250;Giuseppe Gull;no;Q41616236;Giuseppe Gullino;Italian historian (1944-);[];it
G11250;Giuseppe Gull;no;Q64010282;Giuseppe Gullo;researcher (ORCID 0000-0003-4269-4269);[];it
G11250;Giuseppe Gull;no;Q88721736;Giuseppe Gullo;researcher (ORCID 0000-0001-5325-1055);[];it
G11250;Giuseppe Gull;no;Q138501221;Giuseppe Gullotti;;[];it
G11250;Giuseppe Gull;no;Q133600488;Giuseppe Gullino;Italian guitarist (1890-);[];it
G11271;Mario Gulmanelli;no;;;;;
H00081;Giuseppe Hirst;no;;;;;
H00167;Antonio Hrescak;no;;;;;
H00202;Giuseppe Hrovatin;no;;;;;
H00243;Francesco Husu;no;Q61613748;Franc Husu;Italian translator, opinion journalist, teacher, monk (1915-2003);['Francesco Husu'];it
I00033;Eugenio Iachmet;no;;;;;
I00127;Amerigo Iacoponi;no;;;;;
I00248;Lucio Francesco Ianni;no;;;;;
I00248;Lucio Ianni;yes;;;;;
I00248;Francesco Ianni;yes;Q126734322;Francesco Iannitti;;[];it
I00263;Gennaro Luigi Iannone;no;;;;;
I00263;Gennaro Iannone;yes;;;;;
I00263;Luigi Iannone;yes;Q95349747;Luigi Iannone;;[];it
I00294;Pietro Iantorni;no;Q63410561;Pierre Yantorny;Italian shoemaker at the beginning of the 20th century;['Pietro Iantorni'];it
I00413;Goffredo Iermini;no;Q137258487;Goffredo Iermini;;[];it
I00857;Angelo Invernizzi;no;Q23818714;Angelo Invernizzi;;[];it
I01007;Luigi Ipavec;no;;;;;
I01010;Antonio Ipavitz;no;;;;;
I01012;Cesare Iperti;no;;;;;
I01136;Domenico Italiano;no;Q88217726;Domenico Italiano;researcher;[];it
I01335;Cristo Ivas;no;;;;;
K00107;Giovanni Karnelutti;no;;;;;
K00247;Otmar Kerner;no;;;;;
K00278;Andrej Kikelj;no;Q66134449;Andrej Kikelj;Slovenian translator;[];it
K00756;Branko Kovacic;no;;;;;
K00759;Giuseppe Kovacic;no;;;;;
K00915;Cedo Kresovic;no;;;;;
K01063;Giorgio Kumbat;no;;;;;
K01114;Zorka Kusmic;no;;;;;
L00557;Umberto Lami;no;;;;;
L00672;Umberto Lanciotti;no;Q6155388;Umberto Lanciotti;;[];it
L00724;Marsilio Landi;no;;;;;
L00929;Giuseppe Lanzafame;no;;;;;
L01077;Giacomo Larch;no;;;;;
L01195;Angelo Latini;no;;;;;
L01631;Arcadio Lazzarini;no;;;;;
L01709;Amedeo Lazzeri;no;;;;;
L02066;Luigi Lenti;no;Q114410753;Luigi Lentini;researcher;[];it
L02190;Baldassarre Leonardi;no;;;;;
L02549;Domenico Leuzzi;no;;;;;
L02674;Moli Gesualdo Li;no;;;;;
L02674;Moli Li;yes;Q16422554;Moli litli;;[];it
L02674;Gesualdo Li;yes;Q3761413;Gesualdo Libertini;Italian politician (1860-1945);[];it
L02741;Giulio Libutti;no;;;;;
L02760;Giuseppe Licatese;no;;;;;
L03025;Angelo Lippi;no;Q121567801;Angelo Lippi;botanist and curator (1946 - );[];it
L03255;Giovanni Pasquale Livori;no;;;;;
L03255;Giovanni Livori;yes;;;;;
L03255;Pasquale Livori;yes;;;;;
L03578;Ettore Lodigiani;no;;;;;
L03878;Luigi Lombardi;no;Q3839784;Luigi Lombardi;Italian politician (1867-1958);[];it
L03878;Luigi Lombardi;no;Q13775880;Luigi Lombardi;;[];it
L03878;Luigi Lombardi;no;Q105789781;Luigi Lombardi;;[];it
L03878;Luigi Lombardi;no;Q12635849;Luigi Lombardi;;[];it
L03878;Luigi Lombardi;no;Q97456167;Luigi Lombardi;Italian painter (1853-1940);[];it
L03878;Luigi Lombardi;no;Q102413534;Luigi Lombardi;Ph.D. University of Illinois at Chicago 2013;[];it
L03878;Luigi Lombardi;no;Q96574618;Luigi Lombardini;;[];it
L03878;Luigi Lombardi;no;Q3839785;Luigi Lombardi Satriani;Italian anthropologist and politician (1936–2022);[];it
L03878;Luigi Lombardi;no;Q3839786;Luigi Lombardi Vallauri;Italian philosopher of law (born 1936);[];it
L03878;Luigi Lombardi;no;Q3839788;Luigi Lombardini;Italian magistrate (1935–1998);[];it
L03878;Luigi Lombardi;no;Q133583068;Luigi Lombardini;;[];it
L03930;Giovanni Lombardini;no;;;;;
L04149;Giuseppe Emilio Longo;no;;;;;
L04149;Giuseppe Longo;yes;Q3108069;Giuseppe Longo;Italian mathematician (born 1947);[];it
L04149;Giuseppe Longo;yes;Q3770828;Giuseppe Longo;Italian journalist and writer (1910-1995);[];it
L04149;Giuseppe Longo;yes;Q46994848;Giuseppe Longo;Italian volleyball player (born 1998);[];it
L04149;Giuseppe Longo;yes;Q102287646;Giuseppe  Longo;Italian composer and conductor (1877-1938);['Giuseppe Longo'];it
L04149;Giuseppe Longo;yes;Q61477168;Giuseppe Longo;Italian physicist (1929-);[];it
L04149;Giuseppe Longo;yes;Q130961972;Giuseppe Longo;researcher (ORCID 0000-0003-1582-3125);[];it
L04149;Giuseppe Longo;yes;Q133808460;Giuseppe Longo;astrophysicist (1957-);[];it
L04149;Giuseppe Longo;yes;Q3771095;Giuseppe O. Longo;Italian computer scientist and writer;['Giuseppe Longo'];it
L04149;Giuseppe Longo;yes;Q56009808;Giuseppe Longoni;Italian architect;[];it
L04149;Giuseppe Longo;yes;Q3770829;Giuseppe Longoni;Italian association football player (1942-2006);[];it
L04149;Giuseppe Longo;yes;Q130901878;Giuseppe Longobardi;Italian linguist and academic;[];it
L04149;Giuseppe Longo;yes;Q133718581;Giuseppe Longoni;;[];it
L04149;Giuseppe Longo;yes;Q52399906;Giuseppe Longo (1907-1987);scientific article published in December 1987;[];it
L04149;Emilio Longo;yes;Q661122;Emilio Longoni;Italian painter (1859-1932);[];it
L04156;Leone Longo;no;;;;;
L04215;Luigi Loperfido;no;Q3839790;Luigi Loperfido;;[];it
L04253;Antonio Lorandi;no;;;;;
L04509;Francesco Lorusso;no;Q3750174;Francesco Lorusso;Lotta Continua militant, shot by police during popular protests in Bologna;[];it
L04509;Francesco Lorusso;no;Q95856203;Francesco Lorusso;;[];it
L04583;Immacolata Lotito;no;;;;;
L04654;Giuseppe Lovato;no;;;;;
L04666;Pietro Lovcic;no;;;;;
L04880;Gaetano Lucchesi;no;;;;;
L04893;Paride Lucchesi;no;;;;;
L04952;Maria Lucchi;no;;;;;
L05013;Antonio Luccichenti;no;;;;;
L05138;Bernardino Basilio Luciano;no;;;;;
L05138;Bernardino Luciano;yes;;;;;
L05138;Basilio Luciano;yes;;;;;
L05180;Paolo Lucignani;no;;;;;
L05260;Vittore Lugaresi;no;;;;;
L05365;Giovanni Lukman;no;;;;;
L05454;Giovanni Lungarini;no;;;;;
L05629;Iose Lurgiero;no;;;;;
M00071;Vasco Maccapani;no;;;;;
M00203;Ezio Maccio;no;;;;;
M00288;Pietro Romano Macorigh;no;;;;;
M00288;Pietro Macorigh;yes;;;;;
M00288;Romano Macorigh;yes;;;;;
M00375;Giuseppe Maderna;no;;;;;
M00485;Roberto Maestrucci;no;;;;;
M00786;Lorenzo Maggiolo;no;Q108175725;Lorenzo Maggiolo;;[];it
M01002;Giorgio Magnani;no;Q110213672;Giorgio Magnanini;;[];it
M01431;Luigi Maiocchi;no;;;;;
M01824;Mario Maliardi;no;;;;;
M01887;Umberto Mallone;no;;;;;
M02078;Carlo Mammi;no;;;;;
M02457;Alvise Manea;no;;;;;
M02504;Palmiro Silvio Maneschi;no;;;;;
M02504;Palmiro Maneschi;yes;;;;;
M02504;Silvio Maneschi;yes;;;;;
M02629;Lamberto Manfredini;no;;;;;
M02732;Gualtiero Mangiavacchi;no;;;;;
M02747;Cesare Mangini;no;;;;;
M02769;Vito Mangione;no;;;;;
M02926;Domenico Mannino;no;Q99300089;Domenico Mannino;Italian politician;[];it
M02984;Livio Mannucci;no;;;;;
M03021;Angelo Mansutti;no;;;;;
M03072;Alfredo Mantero;no;;;;;
M03074;Antonio Luigi Mantese;no;;;;;
M03074;Antonio Mantese;yes;;;;;
M03074;Luigi Mantese;yes;;;;;
M03307;Giuseppe Manzoni;no;Q17285108;Giuseppe Manzoni;Italian writer (1742-1811);[];it
M03307;Giuseppe Manzoni;no;Q110227204;Giuseppe Manzoni;;[];it
M03464;Attilio Marangone;no;;;;;
M03829;Giuseppe Marchesini;no;Q52840275;Giuseppe Marchesini - Ipsia;professional institute in Rovigo, Rovigo, Veneto, Italy;[];it
M03829;Giuseppe Marchesini;no;Q3904041;Pietro Marchesini;Italian painter (1692-1757);['Giuseppe Marchesini fiorentino'];it
M04020;Francesco Marchi;no;Q108813804;Francesco Marchi;Italian politician (born 1944);[];it
M04020;Francesco Marchi;no;Q3750208;Francesco Marchi;Italian economist (1822–1871);[];it
M04020;Francesco Marchi;no;Q3080950;Francesco De Marchi;Italian engineer;['Francesco Marchi'];it
M04020;Francesco Marchi;no;Q706087;Francesco Marchisano;Catholic cardinal;[];it
M04020;Francesco Marchi;no;Q44611034;Francesco Marchini Camia;Italian politician;[];it
M04020;Francesco Marchi;no;Q28101572;Francesco Marchioro;;[];it
M04020;Francesco Marchi;no;Q19130259;Francesco Marchi e le medaglie di Margherita d’Austria;;[];it
M04020;Francesco Marchi;no;Q93243870;Francesco Marchianò;Italian sociologist (born 1982);[];it
M04020;Francesco Marchi;no;Q112164597;Francesco Marchianò;Italian psychologist and psychotherapist (born 1965);[];it
M04020;Francesco Marchi;no;Q132959205;Francesco Marchioro;;[];it
M04020;Francesco Marchi;no;Q131129569;Francesco Marchiori;;[];it
M04235;Alfredo Marcioni;no;;;;;
M04529;Palmira Marelli;no;;;;;
M04796;Leone Mariani;no;;;;;
M05020;Vito Antonio Marinelli;no;;;;;
M05020;Vito Marinelli;yes;;;;;
M05020;Antonio Marinelli;yes;;;;;
M05038;Angiolo Marini;no;;;;;
M05159;Gerolamo Marinkovic;no;;;;;
M05228;Attilio Marinoni;no;Q1748883;Attilio Marinoni;racecar driver (1892–1940);[];it
M05279;Alfredo Mariotti;no;Q3611438;Alfredo Mariotti;Italian singer (1932–2009);[];it
M05279;Alfredo Mariotti;no;Q131776709;Alfredo Mariotti;;[];it
M05328;Mario Mariotti;no;Q3848778;Mario Mariotti;Italian artist (1936-1997);[];it
M05328;Mario Mariotti;no;Q59044712;Mario Mariotti;Italian cyclist (born 1955);[];it
M05328;Mario Mariotti;no;Q61060476;Mario Mariotti;Italian composer (1899-1975);[];it
M05328;Mario Mariotti;no;Q20767274;Mario Mariotti;Swiss table tennis player and coach (1940-2019);[];it
M05328;Mario Mariotti;no;Q115367819;Mario Mariotti;Italian religious education teacher (born 1938);[];it
M05328;Mario Mariotti;no;Q138569874;Mario Mariotti;Italian trumpet player, jazz musician, and composer (born 1985);[];it
M05357;Tecla Mariottini;no;;;;;
M05369;Virgilio Marismari;no;;;;;
M05589;Filippo Marra;no;;;;;
M05735;Bellittieri Vincenzo Marsiglia;no;;;;;
M05735;Bellittieri Marsiglia;yes;;;;;
M05735;Vincenzo Marsiglia;yes;;;;;
M05748;Cesare Marsili;no;Q32860472;Cesare Marsili;Italian philosopher (1592–1633);[];it
M05748;Cesare Marsili;no;Q100441596;Cesare Marsili;;[];it
M05776;Guido Marsoni;no;;;;;
M05904;Romolo Martelloni;no;;;;;
M05911;Martino Marti;no;Q1243676;Martino Martini;Italian Jesuit missionary, cartographer and historian (1614-1661);[];it
M05911;Martino Marti;no;Q52988509;Martino Martini Mezzolombardo;high school in Mezzolombardo, Trentino, Trentino-South Tyrol, Italy;[];it
M05911;Martino Marti;no;Q3850255;Martino Martini;Italian politician (1897-1958);[];it
M05911;Martino Marti;no;Q52989119;Martino Martini - Mezzolombardo;professional institute in Mezzolombardo, Trentino, Trentino-South Tyrol, Italy;[];it
M05911;Martino Marti;no;Q52988737;Martino Martini - Mezzolombardo;technical institute in Mezzolombardo, Trentino, Trentino-South Tyrol, Italy;[];it
M05911;Martino Marti;no;Q52988882;Martino Martini - Mezzolombardo;scientific lyceum in Mezzolombardo, Trentino, Trentino-South Tyrol, Italy;[];it
M05911;Martino Marti;no;Q52989477;Martino Martini-Mezzolombardo - Serale;professional institute in Mezzolombardo, Trentino, Trentino-South Tyrol, Italy;[];it
M05911;Martino Marti;no;Q57047380;Martino Martinelli Filho;researcher;[];it
M05911;Martino Marti;no;Q3850253;Martino Martini;Wikimedia disambiguation page;[];it
M05965;Attilio Martina;no;;;;;
M06070;Luigi Martinelli;no;Q3839858;Luigi Martinelli;Italian footballer;[];it
M06070;Luigi Martinelli;no;Q64657916;Luigi Martinelli;Roman Catholic archbishop;[];it
M06070;Luigi Martinelli;no;Q102287020;Luigi Martinelli;designer, engraver;[];it
M06070;Luigi Martinelli;no;Q123754140;Luigi Martinelli;gravitational astronomer;[];it
M06070;Luigi Martinelli;no;Q25352276;Luigi Martinelli;Italian aeronautical engineer, mechanical engineer, and professor;[];it
M06070;Luigi Martinelli;no;Q111908678;Luigi Martinelli;Wikimedia disambiguation page;[];it
M06093;Pietro Martinelli;no;Q15526714;Pietro Martinelli;cyclist;[];it
M06093;Pietro Martinelli;no;Q27516059;Pietro Martinelli;Swiss politician;[];it
M06093;Pietro Martinelli;no;Q98970896;Pietro Martinelli;(1634-1703);[];it
M06093;Pietro Martinelli;no;Q98970894;Pietro Martinelli;Austrian, Painter. Active in Condino.;[];it
M06093;Pietro Martinelli;no;Q120902949;Pietro Martinelli;Italian lawyer;[];it
M06093;Pietro Martinelli;no;Q136126309;Pietro Martinelli;Wikimedia disambiguation page;[];it
M06155;Augusto Martini;no;Q116314064;August Martini;;['Augusto Martini'];it
M06305;Chiaffredo Martino;no;;;;;
M06409;Tommaso Martongelli;no;;;;;
M06447;Goffredo Martufi;no;;;;;
M06634;Alfiero Marzoli;no;;;;;
M06651;Giuseppe Marzolli;no;;;;;
M06858;Benedetto Masetti;no;;;;;
M07002;Otello Masini;no;Q63958993;Otello Masini;Italian politician;[];it
M07467;Domenico Mastro;no;Q59749849;Domenico Mastrodicasa;researcher ORCID ID = 0000-0001-8227-0757;[];it
M07467;Domenico Mastro;no;Q25917631;Domenico Mastroianni;Italian artist, 1877- (1876–1962);[];it
M07467;Domenico Mastro;no;Q89539426;Domenico Mastrojanni;photographer;[];it
M08064;Giuseppe Maurar;no;;;;;
M08250;Domenico Vincenzo Maria Mazza;no;;;;;
M08250;Domenico Mazza;yes;Q20922107;Domenico Mazzarella;Italian Roman Catholic priest;[];it
M08250;Vincenzo Mazza;yes;Q20741595;Vincenzo Mazza;Italian painter and scenic designer (1748-1790);[];it
M08250;Vincenzo Mazza;yes;Q81307611;Enzo Mazza;Italian songwriter;['Vincenzo Mazza'];it
M08250;Vincenzo Mazza;yes;Q89095816;Vincenzo Mazza;researcher;[];it
M08250;Vincenzo Mazza;yes;Q56380032;Vincenzo Mazzaferro;researcher;[];it
M08250;Vincenzo Mazza;yes;Q107527839;Vincenzo Mazzarella;;[];it
M08250;Vincenzo Mazza;yes;Q4013397;Vincenzo Mazzacane;Italian magistrate and historian;[];it
M08250;Vincenzo Mazza;yes;Q112136352;Vincenzo Mazzarella;;[];it
M08250;Maria Mazza;yes;Q3847425;Maria Mazza;Italian model and actor;[];it
M08250;Maria Mazza;yes;Q109995472;Maria Mazza;Righteous Among the Nations;[];it
M08250;Maria Mazza;yes;Q113361136;Maria Mazza;particle physicist;[];it
M08250;Maria Mazza;yes;Q132971168;Maria Mazza;;[];it
M08250;Maria Mazza;yes;Q136341158;Maria Mazza;researcher 0000-0002-7126-7875;[];it
M08250;Maria Mazza;yes;Q466565;Maria Mazzarello;Italian saint (1837-1881);[];it
M08250;Maria Mazza;yes;Q123491163;Maria Mazzarello Instituut, Groot-Bijgaarden;;[];it
M08321;Umberto Mazzalors;no;;;;;
M08480;Domenico Mazzesi;no;;;;;
M08773;Alfredo Mazzoni;no;Q961728;Alfredo Mazzoni;Italian footballer and manager (1908-1986);[];it
M08826;Mariano Mazzoni;no;;;;;
M08852;Vittorio Mazzoni;no;Q4015440;Vittorio Mazzoni;Italian physician;[];it
M08852;Vittorio Mazzoni;no;Q56872909;Vittorio Mazzoni della Stella;Italian politician;[];it
M08971;Andrea Mecacci;no;;;;;
M09352;Amelia Melegari;no;;;;;
