cpc;qid;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias;eval_birth;eval_name;eval_sex;eval_country;eval_city;eval_father;eval_occupation;eval_affiliation;eval_city2
D00708;Q2529034;Angelo Da;Angelo Dall'Oca Bianca;1900;1858;m;m;Italia;Regno d'Italia;Voltri;Verona;marittimo;fotografo|pittore;Luigi;;socialista;pittore italiano (1858-1942);52;;-1;-1;1;1;-1;0;-1;0;0.5
D00708;Q2660959;Angelo Da;Angelo da Costa;1900;1983;m;m;Italia;Brasile;Voltri;São Bernardo do Campo;marittimo;calciatore;Luigi;;socialista;calciatore brasiliano con passaporto italiano;52;Angelo da Costa;-1;-1;1;-1;-1;0;-1;0;0.33333333333333337
D00708;Q26838309;Angelo Da;Angelo Conti;1900;1226;m;m;Italia;;Voltri;Foligno;marittimo;frate|sacerdote cattolico;Luigi;;socialista;religioso italiano (1226-1312);52;;-1;-1;1;0;-1;0;-1;0;0.6
D00708;Q26857698;Gerolamo Da;Girolamo da Vicenza;1900;0;m;m;Italia;Italia;Voltri;;marittimo;pittore;Luigi;;socialista;Italian painter, active ca. 1500;52;Gerolamo da Vicenza;-1;-1;1;1;0;0;-1;0;0.0
D00708;Q2849524;Angelo Da;Angelo di Costanzo;1900;1507;m;m;Italia;;Voltri;Napoli;marittimo;poeta|storico;Luigi;;socialista;storico e poeta italiano (1507-1591);52;Angelo da Costanzo;-1;-1;1;0;-1;0;-1;0;0.6666666666666667
D00708;Q286685;Gerolamo Da;Gerolamo Bassano;1900;1566;m;m;Italia;;Voltri;Bassano del Grappa;marittimo;pittore;Luigi;Jacopo;socialista;pittore italiano (1566-1621);52;Gerolamo dal Ponte;-1;-1;1;0;-1;-1;-1;0;0.33333333333333337
D00708;Q352746;Angelo Da;Angelo Acciaiuoli;1900;1298;m;m;Italia;Principato d'Acaia;Voltri;Firenze;marittimo;sacerdote cattolico|sacerdote cattolico di rito latino|vescovo;Luigi;;socialista;vescovo cattolico italiano;52;Angelo da Reggio;-1;-1;1;-1;-1;0;-1;0;0.25
D00708;Q3616927;Angelo Da;Angelo Carletti;1900;1411;m;m;Italia;Regno d'Italia;Voltri;Chivasso;marittimo;scrittore;Luigi;;socialista;religioso, letterato e umanista italiano;52;Angelo da Chivasso;-1;-1;1;1;-1;0;-1;0;0.2857142857142857
D00708;Q3616949;Angelo Da;Angelo Dalmistro;1900;1754;m;m;Italia;Repubblica di Venezia;Voltri;Murano;marittimo;presbitero;Luigi;;socialista;sacerdote e letterato italiano;52;;-1;-1;1;-1;-1;0;-1;0;0.2857142857142857
D00708;Q3761200;Gerolamo Da;Gerolamo Dandolfi;1900;1722;m;m;Italia;;Voltri;Amalfi;marittimo;sacerdote cattolico|vescovo cattolico;Luigi;;socialista;vescovo cattolico italiano;52;Gerolamo Dandolfi;-1;-1;1;0;-1;0;-1;0;0.4444444444444444
D00708;Q3761221;Gerolamo Da;Gerolamo da Bavari;1900;0;m;m;Italia;Italia;Voltri;;marittimo;scrittore;Luigi;;socialista;scrittore e religioso italiano;52;;-1;-1;1;1;0;0;-1;0;0.0
D00708;Q47542350;Angelo Da;Angelo da Porta Sole;1900;1280;m;m;Italia;Stato Pontificio;Voltri;Perugia;marittimo;predicatore|sacerdote cattolico|scrittore|vescovo cattolico;Luigi;;socialista;vescovo cattolico italiano;52;;-1;-1;1;-1;-1;0;-1;0;0.36363636363636365
D00708;Q535796;Angelo Da;Angelo Damiano;1900;1938;m;m;Italia;Italia;Voltri;Napoli;marittimo;ciclista;Luigi;;socialista;ciclista su strada e pistard italiano;52;;-1;-1;1;1;-1;0;-1;0;0.6666666666666667
D00708;Q537686;Angelo Da;Angelo da Gerusalemme;1900;1185;m;m;Italia;;Voltri;Gerusalemme;marittimo;sacerdote cattolico;Luigi;;socialista;religioso italiano;52;Angelo da Gerusalemme;-1;-1;1;0;-1;0;-1;0;0.2222222222222222
D00708;Q55226953;Gerolamo Da;Gerolamo Della Porta;1900;1483;m;m;Italia;;Voltri;;marittimo;architetto|scultore;Luigi;;socialista;nel 1483 c.), che arrivò alla Fabbrica del duomo;52;Gerolamo da Novara;-1;-1;1;0;0;0;-1;0;0.0
D00708;Q56455696;Angelo Da;Angelo Dante;1900;0;m;m;Italia;;Voltri;;marittimo;ricercatore;Luigi;;socialista;researcher;52;;-1;-1;1;0;0;0;-1;0;0.0
D00708;Q61476357;Gerolamo Da;Girolamo d'Este;1900;1450;m;m;Italia;;Voltri;Este;marittimo;poeta|sacerdote cattolico|storico;Luigi;;socialista;sacerdote, poeta e storico italiano (1450-1530);52;Gerolamo da Este;-1;-1;1;0;-1;0;-1;0;0.2857142857142857
D00708;Q64751402;Angelo Da;Angelo Fiorini;1900;1861;m;m;Italia;Regno d'Italia;Voltri;Campiglia Marittima;marittimo;sacerdote cattolico|vescovo cattolico;Luigi;;socialista;vescovo cattolico italiano (1861-1929);52;Angelo da Sassalbo;-1;-1;1;1;-1;0;-1;0;0.4
D00708;Q93045;Monte Da;Monte Davidoff;1900;1956;m;m;Italia;Stati Uniti d'America;Voltri;Stati Uniti d'America;marittimo;informatico|ingegnere;Luigi;;socialista;informatico statunitense;52;;-1;-1;1;-1;-1;0;-1;0;0.4
D00719;Q1439566;Pozzo Da;Ludovico Pozzoserrato;1906;1550;m;m;Italia;Paesi Bassi meridionali;Comeglians;Anversa;boscaiolo;artista visuale|pittore;Pietro;;antifascista;pittore fiammingo;11;Pozzo da Treviso;-1;-1;1;-1;-1;0;-1;0;0.4444444444444444
D00719;Q16619205;Umberto Da;Umberto Dadone;1906;1904;m;m;Italia;Italia|Regno d'Italia;Comeglians;La Spezia;boscaiolo;allenatore di calcio;Pietro;;antifascista;allenatore di calcio italiano (1904-1982);11;;-1;-1;1;1;-1;0;-1;0;0.375
D00719;Q25403572;Umberto Da;Umberto Da Preda;1906;1935;m;m;Italia;Italia|Regno d'Italia;Comeglians;Venezia;boscaiolo;cantautore;Pietro;;antifascista;cantautore italiano;11;;-1;1;1;1;-1;0;-1;0;0.4285714285714286
D00719;Q30076122;Umberto Da;Umberto Dario Paulucci de Calboli;1906;1889;m;m;Italia;Italia|Regno d'Italia;Comeglians;Bassano del Grappa;boscaiolo;militare;Pietro;;antifascista;;11;;-1;-1;1;1;-1;0;-1;0;0.4
D00719;Q31833663;Umberto Da;Umberto Dallari;1906;1865;m;m;Italia;Regno d'Italia;Comeglians;Sassuolo;boscaiolo;archivista;Pietro;;antifascista;archivista italiano (1865-1930);11;;-1;-1;1;1;-1;0;-1;0;0.36363636363636365
D00719;Q4003371;Umberto Da;Umberto Davide;1906;1900;m;m;Italia;Italia|Regno d'Italia;Comeglians;Sorrento;boscaiolo;cantante lirico;Pietro;;antifascista;tenore italiano (1900-2003);11;;-1;-1;1;1;-1;0;-1;0;0.375
D00719;Q451312;Umberto Da;Umberto Saba;1906;1883;m;m;Italia;Italia|Regno d'Italia;Comeglians;Trieste;boscaiolo;giornalista|poeta|saggista|scrittore;Pietro;;antifascista;poeta italiano (1883-1957);11;Umberto da Montereale;-1;-1;1;1;-1;0;-1;0;0.36363636363636365
D00719;Q451436;Umberto Da;Umberto I Biancamano;1906;1223;m;m;Italia;;Comeglians;http://www.wikidata.org/.well-known/genid/2e87ac4ad6c8423a9e22b4b04eef5068;boscaiolo;;Pietro;;antifascista;capostipite della casa di Savoia, conte di Moriana;11;Umberto dalle Bianche Mani;-1;-1;1;0;-1;0;0;0;0.30000000000000004
D00719;Q57037670;Umberto Da;Umberto Dall'Olmo;1906;1925;m;m;Italia;Italia|Regno d'Italia;Comeglians;Bologna;boscaiolo;astronomo;Pietro;;antifascista;astrofisico e astronomo italiano;11;;-1;-1;1;1;-1;0;-1;0;0.4285714285714286
D00719;Q9366524;Umberto Da;Umberto Damaro;1906;1986;m;m;Italia;Italia;Comeglians;;boscaiolo;pallavolista;Pietro;;antifascista;pallavolista italiano;11;;-1;-1;1;1;0;0;-1;0;0.0
D00749;Q16619205;Umberto Da;Umberto Dadone;1906;1904;m;m;Italia;Italia|Regno d'Italia;Venezia;La Spezia;;allenatore di calcio;Domenico;;antifascista;allenatore di calcio italiano (1904-1982);11;;-1;-1;1;1;-1;0;0;0;0.7272727272727273
D00749;Q25403572;Umberto Da;Umberto Da Preda;1906;1935;m;m;Italia;Italia|Regno d'Italia;Venezia;Venezia;;cantautore;Domenico;;antifascista;cantautore italiano;11;;-1;1;1;1;1;0;0;0;1.0
D00749;Q30076122;Umberto Da;Umberto Dario Paulucci de Calboli;1906;1889;m;m;Italia;Italia|Regno d'Italia;Venezia;Bassano del Grappa;;militare;Domenico;;antifascista;;11;;-1;-1;1;1;-1;0;0;0;0.2857142857142857
D00749;Q31833663;Umberto Da;Umberto Dallari;1906;1865;m;m;Italia;Regno d'Italia;Venezia;Sassuolo;;archivista;Domenico;;antifascista;archivista italiano (1865-1930);11;;-1;-1;1;1;-1;0;0;0;0.2222222222222222
D00749;Q4003371;Umberto Da;Umberto Davide;1906;1900;m;m;Italia;Italia|Regno d'Italia;Venezia;Sorrento;;cantante lirico;Domenico;;antifascista;tenore italiano (1900-2003);11;;-1;-1;1;1;-1;0;0;0;0.36363636363636365
D00749;Q451312;Umberto Da;Umberto Saba;1906;1883;m;m;Italia;Italia|Regno d'Italia;Venezia;Trieste;;giornalista|poeta|saggista|scrittore;Domenico;;antifascista;poeta italiano (1883-1957);11;Umberto da Montereale;-1;-1;1;1;-1;0;0;0;0.36363636363636365
D00749;Q451436;Umberto Da;Umberto I Biancamano;1906;1223;m;m;Italia;;Venezia;http://www.wikidata.org/.well-known/genid/2e87ac4ad6c8423a9e22b4b04eef5068;;;Domenico;;antifascista;capostipite della casa di Savoia, conte di Moriana;11;Umberto dalle Bianche Mani;-1;-1;1;0;-1;0;0;0;0.4285714285714286
D00749;Q57037670;Umberto Da;Umberto Dall'Olmo;1906;1925;m;m;Italia;Italia|Regno d'Italia;Venezia;Bologna;;astronomo;Domenico;;antifascista;astrofisico e astronomo italiano;11;;-1;-1;1;1;-1;0;0;0;0.4444444444444444
D00749;Q9366524;Umberto Da;Umberto Damaro;1906;1986;m;m;Italia;Italia;Venezia;;;pallavolista;Domenico;;antifascista;pallavolista italiano;11;;-1;-1;1;1;0;0;0;0;0.0
D00922;Q3743780;Ferruccio Dal;Ferruccio Dalla Torre;1891;1931;m;m;Italia;Italia;Piazzola Sul Brenta;San Candido;sacerdote;bobbista;Pasquale;;antifascista;bobbista italiano (1931-1987);3;;-1;-1;1;1;-1;0;-1;0;0.2857142857142857
D00926;Q102280494;Rinaldo Dal;Rinaldo Dall'Argine;1899;0;m;m;Italia;;Venezia;Parma;geometra|procuratore ufficio registro;librettista;Silvio;;comunista;librettista;6;;-1;-1;1;0;-1;0;-1;0;0.33333333333333337
D00926;Q1322519;Rinaldo Dal;Rinaldo Dal Fabbro;1899;1909;m;m;Italia;Italia|Regno d'Italia;Venezia;Venezia;geometra|procuratore ufficio registro;regista cinematografico|sceneggiatore;Silvio;;comunista;sceneggiatore italiano;6;;-1;1;1;1;1;0;-1;0;1.0
D00926;Q137513633;Rinaldo Dal;Rinaldo Dall'Armi;1899;1894;m;m;Italia;Regno d'Italia;Venezia;;geometra|procuratore ufficio registro;;Silvio;;comunista;;6;;-1;-1;1;1;0;0;0;0;0.0
D00926;Q7334572;Rinaldo Dal;Rinaldo dall'Arpa;1899;1501;m;m;Italia;;Venezia;;geometra|procuratore ufficio registro;cantante|compositore;Silvio;;comunista;compositore italiano;6;;-1;-1;1;0;0;0;-1;0;0.0
D00935;Q102218406;Paolo Dal;Paolo Dall'Aglio;1898;0;m;m;Italia;Italia;Pergola;;meccanico;;Giuseppe;;comunista;Ph.D. Scuola Internazionale Superiore di Studi Avanzati 1998;22;;-1;-1;1;1;0;0;0;0;0.0
D00935;Q106426913;Paolo Dal;Paolo Dal Molin;1898;1976;m;m;Italia;Italia;Pergola;;meccanico;musicologo;Giuseppe;;comunista;musicologo italiano (1976-);22;;-1;1;1;1;0;0;-1;0;0.0
D00935;Q106648192;Paolo Dal;Paolo Dal Poggetto;1898;1936;m;m;Italia;Italia|Regno d'Italia;Pergola;Firenze;meccanico;storico dell'arte;Giuseppe;;comunista;storico dell'arte italiano (1936-);22;;-1;1;1;1;-1;0;-1;0;0.25
D00935;Q112519531;Paolo Dal;Paolo Dalponte;1898;1958;m;m;Italia;;Pergola;;meccanico;artista grafico|artista visuale|illustratore|pittore;Giuseppe;;comunista;;22;;-1;-1;1;0;0;0;-1;0;0.0
D00935;Q123641869;Paolo Dal;Paolo Dalessandro;1898;1919;m;m;Italia;Italia|Regno d'Italia;Pergola;Putignano;meccanico;funzionario;Giuseppe;;comunista;funzionario italiano;22;;-1;-1;1;1;-1;0;-1;0;0.4285714285714286
D00935;Q134612663;Paolo Dal;Paolo Dal Fabbro;1898;2004;m;m;Italia;Italia;Pergola;Roma;meccanico;doppiatore;Giuseppe;Luca;comunista;doppiatore italiano;22;;-1;1;1;1;-1;-1;-1;0;0.5714285714285714
D00935;Q16469756;Paolo Dal;Paolo Dal Pozzo;1898;1573;m;m;Italia;;Pergola;Feltre;meccanico;pittore;Giuseppe;;comunista;pittore italiano;22;;-1;1;1;0;-1;0;-1;0;0.4444444444444444
D00935;Q1799641;Paolo Dal;Paolo Dall'Oglio;1898;1954;m;m;Italia;Italia;Pergola;Roma;meccanico;attivista per la pace|islamologo|sacerdote cattolico;Giuseppe;;comunista;gesuita italiano (1954-2013);22;;-1;-1;1;1;-1;0;-1;0;0.5714285714285714
D00935;Q18613296;Paolo Dal;Paolo Dalle Fratte;1898;1951;m;m;Italia;Italia;Pergola;Santa Maria di Sala;meccanico;politico;Giuseppe;;comunista;politico italiano (1951-2022);22;;-1;-1;1;1;-1;0;-1;0;0.4444444444444444
D00935;Q321563;Paolo Dal;Paolo dal Pozzo Toscanelli;1898;1397;m;m;Italia;Repubblica di Firenze;Pergola;Firenze;meccanico;astronomo|cartografo|geografo|matematico|medico;Giuseppe;;comunista;matematico, astronomo e cartografo italiano;22;;-1;-1;1;-1;-1;0;-1;0;0.25
D00935;Q3893954;Paolo Dal;Paolo Dal Fiume;1898;1953;m;m;Italia;Italia;Pergola;Giacciano con Baruchella;meccanico;calciatore;Giuseppe;;comunista;allenatore di calcio e calciatore italiano;22;;-1;1;1;1;-1;0;-1;0;0.5454545454545454
D00935;Q3893956;Paolo Dal;Paolo Dal Molin;1898;1987;m;m;Italia;Italia;Pergola;Yaoundé;meccanico;atleta;Giuseppe;;comunista;ostacolista italiano;22;;-1;1;1;1;-1;0;-1;0;0.25
D00935;Q3893957;Paolo Dal;Paolo Dall'Oro;1898;1956;m;m;Italia;Italia;Pergola;Ceggia;meccanico;calciatore;Giuseppe;;comunista;calciatore italiano;22;;-1;-1;1;1;-1;0;-1;0;0.5
D00935;Q81516586;Paolo Dal;Paolo Dal Pino;1898;1962;m;m;Italia;Italia;Pergola;Milano;meccanico;dirigente d'azienda|dirigente sportivo|imprenditore;Giuseppe;;comunista;dirigente sportivo, imprenditore e manager italiano;22;;-1;1;1;1;-1;0;-1;0;0.5
D00935;Q83812112;Paolo Dal;Paolo Dalino Ciaramella;1898;0;m;m;Italia;;Pergola;;meccanico;ricercatore;Giuseppe;;comunista;researcher;22;;-1;-1;1;0;0;0;-1;0;0.0
D00935;Q84079264;Paolo Dal;Paolo Dalla Villa;1898;0;m;m;Italia;;Pergola;;meccanico;ricercatore;Giuseppe;;comunista;researcher;22;;-1;-1;1;0;0;0;-1;0;0.0
D00935;Q92444535;Paolo Dal;Paolo dalla Torre del Tempio di Sanguinetto;1898;1910;m;m;Italia;Italia|Regno d'Italia;Pergola;Padova;meccanico;burocrate|storico;Giuseppe;Giuseppe;comunista;storico dell'arte e politico italiano (1910-1993);22;;-1;-1;1;1;-1;1;-1;0;0.4444444444444444
D00935;Q984405;Paolo Dal;Paolo Dal Soglio;1898;1970;m;m;Italia;Italia;Pergola;Schio;meccanico;atleta;Giuseppe;;comunista;allenatore di atletica leggera e pesista italiano;22;;-1;1;1;1;-1;0;-1;0;0.25
D00953;Q104582905;Marco Dal;Marco Dalla Valle;1867;1971;m;m;Italia;Italia;Longarone;;commerciante;bibliotherapist;Pietro;;antifascista;esperto di biblioterapia, consulente e formatore italiano (1971-);22;;-1;-1;1;1;0;0;-1;0;0.0
D00953;Q105869868;Marco Dal;Marco Dalmasso;1867;0;m;m;Italia;;Longarone;;commerciante;;Pietro;;antifascista;autore di Biblioteche oggi;22;;-1;-1;1;0;0;0;0;0;0.0
D00953;Q108505537;Marco Dal;Marco Dalla Torre;1867;1966;m;m;Italia;;Longarone;Milano;commerciante;scrittore;Pietro;;antifascista;scrittore;22;;-1;-1;1;0;-1;0;-1;0;0.36363636363636365
D00953;Q109134370;Marco Dal;Marco Dal Corso;1867;1963;m;m;Italia;Italia;Longarone;Sona;commerciante;giornalista|professore universitario|teologo;Pietro;;antifascista;teologo e docente universitario italiano (1963-);22;;-1;1;1;1;-1;0;-1;0;0.75
D00953;Q113129808;Marco Dal;Marco Dalai;1867;1979;m;m;Italia;Italia;Longarone;Manerbio;commerciante;ingegnere dell'informazione;Pietro;;antifascista;ingegnere dell'informazione italiano (1979-);22;;-1;-1;1;1;-1;0;-1;0;0.4615384615384615
D00953;Q124077552;Marco Dal;Marco Dalla Gassa;1867;1974;m;m;Italia;Italia;Longarone;Torino;commerciante;professore universitario|storico del cinema;Pietro;;antifascista;professore universitario, storico del cinema italiano;22;;-1;-1;1;1;-1;0;-1;0;0.5
D00953;Q130545772;Marco Dal;Marco Dalla Vecchia;1867;2005;m;m;Italia;Italia;Longarone;;commerciante;calciatore;Pietro;;antifascista;calciatore italiano;22;;-1;-1;1;1;0;0;-1;0;0.0
D00953;Q136240094;Marco Dal;Marco Dalloca;1867;1977;m;m;Italia;Italia;Longarone;;commerciante;cestista;Pietro;;antifascista;basketball player (born 1977);22;;-1;-1;1;1;0;0;-1;0;0.0
D00953;Q136242242;Marco Dal;Marco Dall'Omo;1867;2005;m;m;Italia;Italia;Longarone;;commerciante;cestista;Pietro;;antifascista;Italian basketball player (born 2005);22;;-1;-1;1;1;0;0;-1;0;0.0
D00953;Q139322605;Marco Dal;Q139322605;1867;1970;m;;Italia;;Longarone;;commerciante;economista;Pietro;;antifascista;;22;;-1;-1;0;0;0;0;-1;0;0.0
D00953;Q16980326;Marco Dal;Marco Dallago;1867;1990;m;m;Italia;Austria;Longarone;;commerciante;hockeista su ghiaccio|ice cross downhill racer;Pietro;;antifascista;Austrian ice hockey player and ice cross downhiller;22;;-1;-1;1;-1;0;0;-1;0;0.0
D00953;Q57076369;Marco Dal;Marco Dalla Rosa;1867;0;m;m;Italia;;Longarone;;commerciante;ricercatore;Pietro;;antifascista;researcher;22;;-1;-1;1;0;0;0;-1;0;0.0
D00953;Q61178043;Marco Dal;Marco Dal Maschio;1867;1977;m;m;Italia;Italia;Longarone;Chioggia;commerciante;ricercatore;Pietro;;antifascista;ricercatore italiano;22;;-1;1;1;1;-1;0;-1;0;0.4615384615384615
D00953;Q64046718;Marco Dal;Marco Dalla Tiezza;1867;0;m;m;Italia;;Longarone;;commerciante;ricercatore;Pietro;;antifascista;researcher;22;;-1;-1;1;0;0;0;-1;0;0.0
D00953;Q64857069;Marco Dal;Gaetano Marco Dallavalle;1867;0;m;m;Italia;;Longarone;;commerciante;ricercatore;Pietro;;antifascista;fisica delle particelle;22;Marco Dallavalle;-1;-1;1;0;0;0;-1;0;0.0
D00953;Q6757513;Marco Dal;Marco Dall'Aquila;1867;1480;m;m;Italia;Repubblica di Venezia;Longarone;L'Aquila;commerciante;compositore|liutista|musicista;Pietro;;antifascista;compositore italiano;22;;-1;-1;1;-1;-1;0;-1;0;0.3076923076923077
D00953;Q6757515;Marco Dal;Marco Dalla Costa;1867;1988;m;m;Italia;Italia;Longarone;Pinerolo;commerciante;calciatore;Pietro;;antifascista;calciatore italiano;22;;-1;-1;1;1;-1;0;-1;0;0.4
D00953;Q93220301;Marco Dal;Marco Dallari;1867;1947;m;m;Italia;Italia;Longarone;Modena;commerciante;pedagogista|professore universitario;Pietro;;antifascista;pedagogista italiano (1947-);22;;-1;-1;1;1;-1;0;-1;0;0.5454545454545454
D00953;Q96186462;Marco Dal;Marco Dallavalle;1867;0;m;m;Italia;;Longarone;;commerciante;ricercatore;Pietro;;antifascista;ricercatore;22;;-1;-1;1;0;0;0;-1;0;0.0
D00953;Q979474;Marco Dal;Marco dal Pino;1867;1521;m;m;Italia;;Longarone;Costalpino;commerciante;pittore;Pietro;;antifascista;pittore italiano;22;Marco dal Pino;-1;-1;1;0;-1;0;-1;0;0.36363636363636365
D00959;Q6904726;Monte Dal;Monte Clark;1892;1937;m;m;Italia;Stati Uniti d'America;Ravenna;Kingsburg;manovale;allenatore di football americano|giocatore di football americano;Antonio;;comunista;giocatore di football americano statunitense;6;Monte Dale Clark;-1;-1;1;-1;-1;0;-1;0;0.19999999999999996
D00959;Q86531099;Aurelio Dal;Aurelio Dalla Vecchia;1892;1958;m;m;Italia;Italia;Ravenna;Napoli;manovale;velista;Antonio;;comunista;velista italiano;6;;-1;-1;1;1;-1;0;-1;0;0.2857142857142857
D00959;Q87184045;Aurelio Dal;Aurelio dall'Acqua;1892;1476;m;m;Italia;;Ravenna;Vicenza;manovale;giureconsulto;Antonio;;comunista;giureconsulto vicentino;6;;-1;-1;1;0;-1;0;-1;0;0.5454545454545454
D00969;Q3638186;Beniamino Dal;Beniamino Dal Fabbro;1896;1910;m;m;Italia;Italia|Regno d'Italia;Soave;Belluno;cantastorie;musicologo|poeta|scrittore|traduttore;Antonio;;antifascista;poeta, scrittore e traduttore italiano (1910-1989);4;;-1;1;1;1;-1;0;-1;0;0.33333333333333337
D00978;Q3847763;Mariano Dal;Mariano Dallapè;1887;1846;m;m;Italia;Regno d'Italia;Belluno;Cavedine;cavatore di pietre;costruttore di strumenti musicali|imprenditore;Francesco;;comunista;imprenditore italiano;9;;-1;-1;1;1;-1;0;-1;0;0.33333333333333337
D00978;Q5997678;Mariano Dal;Mariano Dalla Libera;1887;1964;m;m;Italia;Argentina;Belluno;Vicente López;cavatore di pietre;allenatore di calcio|calciatore;Francesco;;comunista;calciatore argentino;9;;-1;-1;1;-1;-1;0;-1;0;0.33333333333333337
D00978;Q75579738;Mariano Dal;Mariano Dal Cin;1887;1983;m;m;Italia;;Belluno;;cavatore di pietre;;Francesco;Luciano;comunista;(born 1983);9;;-1;1;1;0;0;-1;0;0;0.0
D00985;Q100597022;Antonio Dal;Antonio Dal Fabbro;1901;1866;m;m;Italia;Regno d'Italia;Quero;Milano;muratore;;Domenico;;antifascista;generale italiano durante la prima guerra mondiale;39;;-1;1;1;1;-1;0;0;0;0.33333333333333337
D00985;Q102076607;Antonio Dal;Antonio Dal Sasso;1901;1907;m;m;Italia;Italia|Regno d'Italia;Quero;Asiago;muratore;politico;Domenico;;antifascista;politico italiano;39;;-1;1;1;1;-1;0;-1;0;0.33333333333333337
D00985;Q104693840;Antonio Dal;Antonio Marco Dalla Pozza;1901;1900;m;m;Italia;Italia|Regno d'Italia;Quero;Novoledo;muratore;bibliotecario|storico dell'arte|storico locale;Domenico;;antifascista;bibliotecario, storico locale e storico dell'arte italiano (1900-1967);39;Antonio Dalla Pozza;0;-1;1;1;-1;0;-1;0;0.5
D00985;Q107155386;Antonio Dal;Antonio Dall'Olio;1901;1836;m;m;Italia;;Quero;Bologna;muratore;ingegnere;Domenico;;antifascista;(1836-1925);39;;-1;-1;1;0;-1;0;-1;0;0.2857142857142857
D00985;Q110928456;Antonio Dal;Antonio dall'Acqua;1901;1650;m;m;Italia;;Quero;;muratore;scrittore;Domenico;;antifascista;scrittore italiano;39;;-1;-1;1;0;0;0;-1;0;0.0
D00985;Q111521958;Antonio Dal;Antonio dal Cornetto;1901;0;m;m;Italia;;Quero;;muratore;;Domenico;;antifascista;f. 1545;39;;-1;-1;1;0;0;0;0;0;0.0
D00985;Q113760841;Alberto Dal;Alberto DalMaso;1901;0;m;m;Italia;Italia;Quero;;muratore;teologo;Domenico;;antifascista;;39;;-1;-1;1;1;0;0;-1;0;0.0
D00985;Q125957698;Alberto Dal;Alberto Dal Lago;1901;0;m;m;Italia;;Quero;;muratore;illustratore;Domenico;;antifascista;;39;;-1;1;1;0;0;0;-1;0;0.0
D00985;Q127601110;Antonio Dal;Antonio Dalle Mule;1901;1882;m;m;Italia;Italia|Regno d'Italia;Quero;;muratore;antifascista|farmacista|politico|social democrat;Domenico;;antifascista;politico e antifascista italiano (1882-1956);39;;-1;-1;1;1;0;0;-1;1;0.0
D00985;Q20760351;Antonio Dal;Antonio Dal Monte;1901;1931;m;m;Italia;Italia;Quero;Roma;muratore;canoista|fisiologo|medico;Domenico;;antifascista;medico italiano;39;;-1;1;1;1;-1;0;-1;0;0.4
D00985;Q21541898;Alberto Dal;Alberto Dalla Rosa;1901;1980;m;m;Italia;;Quero;Pordenone;muratore;ricercatore|storico;Domenico;;antifascista;storico italiano;39;;-1;-1;1;0;-1;0;-1;0;0.4
D00985;Q2639346;Alberto Dal;Alberto Dalbes;1901;1922;m;m;Italia;Argentina;Quero;Rosario;muratore;attore|attore cinematografico;Domenico;;antifascista;attore argentino;39;Alberto Dalbes;-1;-1;1;-1;-1;0;-1;0;0.5
D00985;Q2857255;Antonio Dal;Antonio Dalmonte;1901;1919;m;m;Italia;Italia|Regno d'Italia;Quero;Castrocaro Terme e Terra del Sole;muratore;calciatore;Domenico;;antifascista;calciatore italiano;39;;-1;-1;1;1;-1;0;-1;0;0.4
D00985;Q30089361;Antonio Dal;Antonio Dalmau Rosich;1901;1912;m;m;Italia;Spagna;Quero;Miralcamp;muratore;seminarista cattolico;Domenico;;antifascista;seminarista spagnolo;39;;-1;-1;1;-1;-1;0;-1;0;0.25
D00985;Q33083011;Alberto Dal;Alberto Dallal;1901;1936;m;m;Italia;Messico;Quero;Città del Messico;muratore;critico letterario|giornalista|scrittore;Domenico;;antifascista;Mexican writer;39;;-1;-1;1;-1;-1;0;-1;0;0.33333333333333337
D00985;Q3608254;Alberto Dal;Alberto Dallolio;1901;1852;m;m;Italia;Regno d'Italia;Quero;Bologna;muratore;politico|storico;Domenico;;antifascista;politico e storico italiano (1852-1935);39;;-1;-1;1;1;-1;0;-1;0;0.2857142857142857
D00985;Q3619496;Antonio Dal;Antonio Dal Favero;1901;1842;m;m;Italia;Regno d'Italia;Quero;Ceneda;muratore;pittore|scultore;Domenico;;antifascista;scultore e pittore italiano;39;;-1;1;1;1;-1;0;-1;0;0.2857142857142857
