cpc;qid;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias;eval_birth;eval_name;eval_sex;eval_country;eval_city;eval_father;eval_occupation;eval_affiliation;eval_city2
R07033;Q130543325;Paolo Rota;Paolo Rota;1865;1967;m;m;Italia;Italia;Almenno San Salvatore;Bologna;operaio;italianista;Carlo;;anarchico;studioso di letteratura italiano (1967-);7;;-1;1;1;1;-1;0;-1;0;0.33333333333333337
R07033;Q23818788;Paolo Rota;Paolo Rota;1865;1886;m;m;Italia;Italia|Regno d'Italia;Almenno San Salvatore;Casalsigone;operaio;sacerdote cattolico|vescovo cattolico;Carlo;;anarchico;vescovo cattolico italiano (1886-1960);7;;-1;1;1;1;-1;0;-1;0;0.42105263157894735
R07033;Q58492411;Paolo Rota;Paolo Rota;1865;0;m;m;Italia;Italia;Almenno San Salvatore;;operaio;ingegnere informatico;Carlo;;anarchico;ingegnere informatico italiano;7;;-1;1;1;1;0;0;-1;0;0.0
R07036;Q1361950;Pietro Rota;Pietro Rotari;1888;1707;m;m;Italia;Repubblica di Venezia;Fuipiano Valle Imagna;Verona;muratore;incisore|pittore;Pietro;;comunista;pittore italiano (1707–1762);3;;-1;-1;1;-1;-1;0;-1;0;0.5
R07036;Q16062571;Pietro Rota;Pietro Rota;1888;1805;m;m;Italia;Regno d'Italia;Fuipiano Valle Imagna;Q111176;muratore;sacerdote cattolico|vescovo cattolico;Pietro;;comunista;arcivescovo cattolico italiano (1805-1890);3;;-1;1;1;1;-1;0;-1;0;0.0
R07036;Q39074079;Pietro Rota;Pietro Rota;1888;1600;m;m;Italia;;Fuipiano Valle Imagna;Ravenna;muratore;sacerdote cattolico|vescovo cattolico;Pietro;;comunista;vescovo cattolico;3;;-1;1;1;0;-1;0;-1;0;0.5454545454545454
R07374;Q42432799;Adolfo Rubin;Adolfo Rubinstein;1878;1958;m;m;Italia;Argentina;Sordevolo;Buenos Aires;magazziniere;politico;Stefano;;comunista;politico argentino;4;;-1;-1;1;-1;-1;0;-1;0;0.3529411764705882
R07374;Q86764377;Adolfo Rubin;Adolfo Rubinstein;1878;0;m;;Italia;;Sordevolo;;magazziniere;ricercatore;Stefano;;comunista;researcher;4;;-1;-1;0;0;0;0;-1;0;0.0
R07395;Q21946189;Giuseppe Rubini;Giuseppe Rubini;1872;1899;m;m;Italia;Italia;Massa;Zola Predosa;contadino;calciatore;Francesco;;anarchico;calciatore italiano;3;;-1;1;1;1;-1;0;-1;0;0.5714285714285714
R07395;Q3771364;Giuseppe Rubini;Giuseppe Rubini;1872;1793;m;m;Italia;Impero russo;Massa;Dervio;contadino;biografo|scrittore;Francesco;;anarchico;docente e scrittore italiano;3;;-1;1;1;-1;-1;0;-1;0;0.0
R07395;Q45327574;Giuseppe Rubini;Giuseppe Rubini;1872;0;m;m;Italia;;Massa;;contadino;ricercatore;Francesco;;anarchico;researcher;3;;-1;1;1;0;0;0;-1;0;0.0
R07426;Q3771366;Giuseppe Rubino;Giuseppe Rubino;1915;1887;m;m;Italia;Italia|Regno d'Italia;Rueglio;Salemi;terrazziere;avvocato|politico;Domenico;;comunista;avvocato e politico italiano;4;;-1;1;1;1;-1;0;-1;0;0.4444444444444444
R07426;Q95950879;Giuseppe Rubino;Giuseppe Rubino;1915;0;m;m;Italia;;Rueglio;;terrazziere;ricercatore;Domenico;;comunista;ricercatore;4;;-1;1;1;0;0;0;-1;0;0.0
R07599;Q114734693;Salvatore Ruggieri;Salvatore Ruggieri;1893;0;m;;Italia;;Itri;;contadino;ricercatore;Francesco;;comunista;researcher;2;;-1;1;0;0;0;0;-1;0;0.0
R07599;Q130848532;Salvatore Ruggieri;Salvatore Ruggieri;1893;0;m;;Italia;;Itri;;contadino;;Francesco;;comunista;;2;;-1;1;0;0;0;0;0;0;0.0
R07605;Q4762956;Angelo Ruggiero;Angelo Ruggiero;1888;1940;m;m;Italia;Stati Uniti d'America;Salerno;The Bronx;falegname;gangster;;;;mafioso italo americano (1940-1989);2;;-1;1;1;-1;-1;0;-1;0;0.4285714285714286
R07605;Q93336072;Angelo Ruggiero;Angelo Ruggiero;1888;0;m;;Italia;;Salerno;;falegname;ricercatore;;;;researcher (ORCID 0000-0002-4658-7391);2;;-1;1;0;0;0;0;-1;0;0.0
R07672;Q102281538;Francesco Runcio;Francesco Runcio;1896;0;m;m;Italia;;Milano;;artista lirico|impiegato;cantante lirico;Giuseppe;;antifascista;tenore;1;;-1;1;1;0;0;0;-1;0;0.0
R07943;Q725318;Vito Russo;Vito Russo;1894;1946;m;m;Italia;Stati Uniti d'America;Torraca;New York;sarto;attivista|attore|attore cinematografico|regista cinematografico|sceneggiatore|scrittore|storico del cinema;Filippo;;comunista;saggista e attivista statunitense;6;;-1;1;1;-1;-1;0;-1;0;0.4
S00028;Q3840117;Luigi Sabaini;Luigi Sabaini;1902;1917;m;m;Italia;Regno d'Italia;Mizzole;Verona;falegname;calciatore;Arduino;;comunista;calciatore italiano (1917-1945);3;;-1;1;1;1;-1;0;-1;0;0.2857142857142857
S00061;Q16231524;David Sabatini;David M. Sabatini;1890;1968;m;m;Italia;Stati Uniti d'America;Santa Sofia;New York;bracciante;biochimico|biologo|professore universitario;Alessandro;David;anarchico;biologist who discovered mTOR;6;David Sabatini;-1;1;1;-1;-1;-1;-1;0;0.2857142857142857
S00061;Q5799940;David Sabatini;David D. Sabatini;1890;1931;m;m;Italia;Argentina;Santa Sofia;San Carlos de Bolívar;bracciante;biologo|medico|professore universitario;Alessandro;;anarchico;Argentinian physician and scientist;6;David Sabatini;-1;1;1;-1;-1;0;-1;0;0.5882352941176471
S00061;Q79495857;David Sabatini;David Sabatini;1890;0;m;m;Italia;;Santa Sofia;;bracciante;economista;Alessandro;;anarchico;economist from Italy;6;;-1;1;1;0;0;0;-1;0;0.0
S00062;Q3726046;Enrico Sabatini;Enrico Sabatini;1893;1894;m;m;Italia;Italia|Regno d'Italia;Chiaravalle;Roccaraso;falegname;compositore|direttore d'orchestra;Eugenio;;comunista;musicista italiano;1;;0;1;1;1;-1;0;-1;0;0.4
S00102;Q7029109;Nicola Sabatino;Nicola Sabatino;1908;1705;m;m;Italia;;Villa Santa Maria;Napoli;bracciante|cuoco;compositore;Salvatore;;antifascista;compositore italiano;1;;-1;1;1;0;-1;0;-1;0;0.4
S00116;Q55860364;Angelo Sabbadini;Angelo Sabbadini;-1000;1753;m;m;Italia;;Cavriana;;;mercante;;;;merchant in Munich (1753–1837);1;;-1;1;1;0;0;0;0;0;0.0
S00208;Q105510518;Giovanni Saccani;Giovanni Saccani;1883;1957;m;m;Italia;Italia;Villa Rotta;Crotone;trucciolaio;bibliotecario;Umberto;;socialista;bibliotecario italiano (1957-);2;;-1;1;1;1;-1;0;-1;0;0.36363636363636365
S00208;Q106283584;Giovanni Saccani;Giovanni Saccani;1883;1852;m;m;Italia;Regno d'Italia;Villa Rotta;;trucciolaio;sacerdote;Umberto;;socialista;sacerdote italiano (1852-1930);2;;-1;1;1;1;0;0;-1;0;0.0
S00249;Q3659818;Carlo Sacchetti;Carlo Sacchetti;1895;1960;m;m;Italia;Italia;Massarosa;Fara in Sabina;bracciante|falegname;conduttore televisivo;Tommaso;;comunista;autore televisivo e conduttore televisivo italiano;2;;-1;1;1;1;-1;0;-1;0;0.4615384615384615
S00277;Q19753578;Walter Sacchetti;Walter Sacchetti;1918;1918;m;m;Italia;Italia|Regno d'Italia;Reggio Emilia;Reggio Emilia;contadino;partigiano|politico;Armando;;comunista;politico, partigiano e sindacalista italiano;1;;1;1;1;1;1;0;-1;0;1.0
S00386;Q108953331;Antonio Saccoccio;Antonio Saccoccio;1897;1967;m;m;Italia;Italia;Itri;Roma;carrettiere;professore universitario|romanista;Giovan battista;;antifascista;giurista e docente universitario italiano (1967-);1;;-1;1;1;1;-1;0;-1;0;0.0
S00420;Q54886882;Gustavo Sacerdote;Gustavo Sacerdote;1867;1867;m;m;Italia;Italia|Regno d'Italia;Moncalvo;Moncalvo;professore|pubblicista;giornalista pubblicista|lessicografo|letterato|linguista;Abramo giuseppe;;socialista;"1867-1948; Pubblicista, letterato e miltante socialista. Traduttore dal tedesco, corrispondente dell'Avanti da Berlino con lo pseudonimo ""Genosse"". Nato a Moncalvo Monferrato (AL) e morto a Roma.";3;;1;1;1;1;1;0;1;1;1.0
S00598;Q1084719;Giuseppe Sala;Giuseppe Sala;-1000;1762;m;m;;Stato Pontificio;;Roma;segretario generale lega int.antin.;sacerdote cattolico;;;antifascista;cardinale italiano;16;Giuseppe Sala;-1;1;1;0;0;0;-1;0;0.0
S00598;Q111752907;Giuseppe Sala;Giuseppe Sala;-1000;1916;m;m;;Italia|Regno d'Italia;;Palermo;segretario generale lega int.antin.;giornalista pubblicista|politico|storico del cinema;;;antifascista;pubblicista e politico italiano (1916-1970);16;;-1;1;1;0;0;0;-1;0;0.0
S00598;Q112527181;Giuseppe Sala;Giuseppe Sala;-1000;1943;m;m;;;;;segretario generale lega int.antin.;sacerdote cattolico|teologo;;;antifascista;;16;;-1;1;1;0;0;0;-1;0;0.0
S00598;Q116250863;Giuseppe Sala;Gino Saladini;-1000;1957;m;m;;Italia;;Civitavecchia;segretario generale lega int.antin.;cantante|drammaturgo|medico legale|psicologo clinico|scrittore;;;antifascista;medico e scrittore italiano (1957-);16;Giuseppe Saladini;-1;-1;1;0;0;0;-1;0;0.0
S00598;Q116250882;Giuseppe Sala;Giuseppe Saladini;-1000;0;m;m;;Regno d'Italia;;;segretario generale lega int.antin.;ingegnere navale;;;antifascista;ingegnere navale italiano;16;;-1;-1;1;0;0;0;-1;0;0.0
S00598;Q17146774;Giuseppe Sala;Giuseppe Sala;-1000;1958;m;m;;Italia;;Milano;segretario generale lega int.antin.;dirigente d'azienda|personalità del mondo degli affari|politico|sindaco;;;antifascista;politico, dirigente pubblico e dirigente d'azienda italiano (1958-);16;;-1;1;1;0;0;0;-1;0;0.0
S00598;Q23900806;Giuseppe Sala;Giuseppe Saladino;-1000;1556;m;m;;;;Palermo;segretario generale lega int.antin.;sacerdote cattolico|vescovo cattolico;;;antifascista;Italian Roman Catholic prelate;16;;-1;-1;1;0;0;0;-1;0;0.0
S00598;Q27835125;Giuseppe Sala;Giuseppe Salari;-1000;1909;m;m;;Italia|Regno d'Italia;;Spello;segretario generale lega int.antin.;politico;;;antifascista;politico italiano;16;;-1;-1;1;0;0;0;-1;0;0.0
S00598;Q55005001;Giuseppe Sala;Giuseppe Salamanna;-1000;0;m;m;;;;;segretario generale lega int.antin.;ricercatore;;;antifascista;researcher;16;;-1;-1;1;0;0;0;-1;0;0.0
S00598;Q55344397;Giuseppe Sala;Giuseppe Sala;-1000;0;m;m;;;;;segretario generale lega int.antin.;ricercatore;;;antifascista;researcher;16;;-1;1;1;0;0;0;-1;0;0.0
S00598;Q59668307;Giuseppe Sala;Giuseppe Salamone;-1000;0;m;m;;;;;segretario generale lega int.antin.;ricercatore;;;antifascista;researcher ORCID ID = 0000-0003-2658-1950;16;;-1;-1;1;0;0;0;-1;0;0.0
S00598;Q61481854;Giuseppe Sala;Giuseppe Sala;-1000;1933;m;m;;;;;segretario generale lega int.antin.;;;;antifascista;scrittore (1933-2014);16;;-1;1;1;0;0;0;0;0;0.0
S00598;Q64744963;Giuseppe Sala;Giuseppe Salandri;-1000;1822;m;m;;;;Loreto;segretario generale lega int.antin.;sacerdote cattolico|vescovo cattolico;;;antifascista;vescovo cattolico;16;;-1;-1;1;0;0;0;-1;0;0.0
S00598;Q972118;Giuseppe Sala;Giuseppe Sala;-1000;1643;m;m;;Repubblica di Venezia;;Venezia;segretario generale lega int.antin.;editore musicale|tipografo;;;antifascista;editore veneziano;16;;-1;1;1;0;0;0;-1;0;0.0
S00598;Q98109916;Giuseppe Sala;Giuseppe Salaroli;-1000;1935;m;m;;;;;segretario generale lega int.antin.;;;;antifascista;;16;;-1;-1;1;0;0;0;0;0;0.0
S00612;Q114442629;Maria Sala;Maria Salatino;1912;0;f;;Italia;;Niguarda;;studentessa;ricercatore;Mario;;antifascista;researcher;20;;-1;-1;0;0;0;0;-1;0;0.0
S00612;Q114446223;Maria Sala;Maria Salatiello;1912;0;f;;Italia;;Niguarda;;studentessa;ricercatore;Mario;;antifascista;researcher;20;;-1;-1;0;0;0;0;-1;0;0.0
S00612;Q115110936;Maria Sala;Maria Salamasina;1912;1989;f;f;Italia;Samoa;Niguarda;;studentessa;arbitro di calcio|assistente arbitrale;Mario;;antifascista;Samoan association football referee;20;;-1;-1;1;-1;0;0;-1;0;0.0
S00612;Q117267307;Maria Sala;Maria Salagianni;1912;0;f;;Italia;;Niguarda;;studentessa;ricercatore;Mario;;antifascista;researcher;20;;-1;-1;0;0;0;0;-1;0;0.0
S00612;Q130922691;Maria Sala;Maria Salamone;1912;0;f;f;Italia;;Niguarda;;studentessa;scrittore;Mario;;antifascista;Writer;20;;-1;-1;1;0;0;0;-1;0;0.0
S00612;Q134885782;Maria Sala;Maria Salaar;1912;2007;f;f;Italia;Cile;Niguarda;Cile;studentessa;crickettista;Mario;;antifascista;Cricket player;20;;-1;-1;1;-1;-1;0;-1;0;0.33333333333333337
S00612;Q137582436;Maria Sala;Maria Salasco;1912;1830;f;f;Italia;;Niguarda;;studentessa;patriota;Mario;Carlo;antifascista;"""giardiniera"" e patriota";20;;-1;-1;1;0;0;-1;-1;0;0.0
S00612;Q38643074;Maria Sala;Maria Sala-Cirtog;1912;0;f;f;Italia;Romania;Niguarda;;studentessa;ricercatore;Mario;;antifascista;ricercatrice;20;;-1;-1;1;-1;0;0;-1;0;0.0
S00612;Q42861506;Maria Sala;María Salazar;1912;0;f;f;Italia;;Niguarda;;studentessa;ricercatore;Mario;;antifascista;researcher (ORCID 0000-0001-6784-9541);20;;-1;-1;1;0;0;0;-1;0;0.0
S00612;Q50765473;Maria Sala;María Sala;1912;0;f;f;Italia;;Niguarda;;studentessa;ricercatore;Mario;;antifascista;researcher;20;;-1;1;1;0;0;0;-1;0;0.0
S00612;Q55999693;Maria Sala;Maria Sala;1912;0;f;f;Italia;Spagna;Niguarda;;studentessa;;Mario;;antifascista;scrittrice spagnola;20;;-1;1;1;-1;0;0;0;0;0.0
S00612;Q65583730;Maria Sala;María Paula Salas;1912;2002;f;f;Italia;Costa Rica;Niguarda;San Ramón;studentessa;calciatore;Mario;;antifascista;calciatrice costaricana;20;María Salas;-1;-1;1;-1;-1;0;-1;0;0.2857142857142857
S00612;Q6761568;Maria Sala;Maria Salas;1912;1969;f;f;Italia;Messico;Niguarda;Úrsulo Galván Municipality;studentessa;atleta;Mario;;antifascista;atleta messicana;20;;-1;-1;1;-1;-1;0;-1;0;0.2666666666666667
S00612;Q75473573;Maria Sala;Maria Sala;1912;0;f;f;Italia;;Niguarda;;studentessa;;Mario;;antifascista;Peerage person ID=163954;20;;-1;1;1;0;0;0;0;0;0.0
S00612;Q75768196;Maria Sala;Maria Salata;1912;0;f;f;Italia;;Niguarda;;studentessa;;Mario;;antifascista;Peerage person ID=324259;20;;-1;-1;1;0;0;0;0;0;0.0
S00612;Q87472802;Maria Sala;Maria G Salazar;1912;0;f;f;Italia;;Niguarda;;studentessa;ricercatore;Mario;;antifascista;researcher;20;Maria Salazar;-1;-1;1;0;0;0;-1;0;0.0
S00612;Q90843048;Maria Sala;María E Salazar-Rios;1912;0;f;;Italia;;Niguarda;;studentessa;ricercatore;Mario;;antifascista;researcher (ORCID 0000-0001-9899-9526);20;María Salazar-Rios;-1;-1;0;0;0;0;-1;0;0.0
S00612;Q91154661;Maria Sala;María Salas;1912;0;f;;Italia;;Niguarda;;studentessa;ricercatore;Mario;;antifascista;researcher (ORCID 0000-0002-0583-9492);20;;-1;-1;0;0;0;0;-1;0;0.0
S00612;Q92255952;Maria Sala;María Salazar;1912;0;f;;Italia;;Niguarda;;studentessa;ricercatore;Mario;;antifascista;researcher (ORCID 0000-0003-2535-9549);20;;-1;-1;0;0;0;0;-1;0;0.0
S00612;Q95965999;Maria Sala;María Salazar-Quiñones;1912;0;f;;Italia;;Niguarda;;studentessa;ricercatore;Mario;;antifascista;researcher;20;;-1;-1;0;0;0;0;-1;0;0.0
S00743;Q19361841;Gabriele Salerno;Gabriele Salerno;1903;1947;m;m;Stati Uniti America;Italia;Stati Uniti America;Torino;;politico;Luigi;;socialista;politico italiano;1;;-1;1;1;-1;-1;0;0;0;0.4
S00826;Q108753841;Ignazio Salis;Ignazio Salis;1876;1088;m;m;Italia;Regno d'Italia;Ozieri;;studente;editore|giornalista;Vincenzo;;socialista;editore e giornalista italiano;1;;-1;1;1;1;0;0;-1;0;0.0
S00980;Q704169;Salvadori;Tommaso Salvadori;-1000;1835;m;m;;Regno d'Italia;;Porto San Giorgio;;aristocratico|naturalista|ornitologo;;;;ornitologo italiano;20;Salvadori;-1;1;1;0;0;0;0;0;0.0
S00980;Q87401143;Salvadori;Edda Saccomani;-1000;1938;m;f;;Italia;;La Spezia;;sociologo;;;;sociologa (1938-2022);20;"Salvadori Saccomani; Edda";-1;-1;-1;0;0;0;0;0;0.0
S00993;Q17151368;Giovanni Salvadori;Giovanni Salvadori;1916;1836;m;m;Italia;;Cormons;Pieve di Bono;meccanico;ornitologo|pastor|politico|sacerdote cattolico;Giovanni battista;;comunista;ornitologo, sacerdote cattolico, politico;3;;-1;1;1;0;-1;0;-1;0;0.4
S01024;Q63870945;Giovanni Salvagni;Giovanni Salvagnini;1888;1904;m;m;Italia;Regno d'Italia;Ponte in Valtellina;Bagnoli di Sopra;falegname|muratore;agricoltore|politico;Romano clemente;;anarchico;politico italiano;3;;-1;-1;1;1;-1;0;-1;0;0.3703703703703704
S01178;Q102281430;Pietro Salvi;Pietro Salvini;1871;0;m;m;Italia;Regno d'Italia;Spello;;aggiustatore meccanico;fotografo;Donato;;socialista;fotografo;3;;-1;-1;1;1;0;0;-1;0;0.0
S01178;Q118313086;Pietro Salvi;Pietro Salvioni;1871;0;m;m;Italia;;Spello;;aggiustatore meccanico;tipografo;Donato;Francesco;socialista;tipografo italiano (fl. 1610-1631);3;;-1;-1;1;0;0;-1;-1;0;0.0
S01178;Q46012156;Pietro Salvi;Pietro Salviucci;1871;1899;m;m;Italia;;Spello;Roma;aggiustatore meccanico;cancelliere|matematico;Donato;;socialista;(18 Oct. 1899 - 29 Jan. 1984), Former Chancellor, Pontifical Academy of Sciences, Vatican City;3;;-1;-1;1;0;-1;0;-1;0;0.4
S01343;Q102076059;Antonio Sampieri;Antonio Sampieri;1886;1828;m;m;Italia;;Messina;Bologna;stagnino;compositore;Raffaele;;;compositore (1828-1893);1;;-1;1;1;0;-1;0;-1;0;0.4444444444444444
S01577;Q2641141;Alessandro Sanguinetti;Alessandro Sanguinetti;-1000;1816;m;m;;;;Carrara;;scultore;;;socialista;scultore italiano;1;;-1;1;1;0;0;0;0;0;0.0
S01627;Q133663960;Antonio Sanna;Q133663960;1909;1978;m;;Italia;;Alghero;;;anglista;Antonio ignazio;;antifascista;;4;;-1;-1;0;0;0;0;0;0;0.0
S01627;Q16749207;Antonio Sanna;Antonio Sanna (medico);1909;1917;m;m;Italia;Italia|Regno d'Italia;Alghero;Pattada;;medico;Antonio ignazio;;antifascista;medico, microbiologo e accademico italiano;4;Antonio Sanna (medico);-1;1;1;1;-1;0;0;0;0.0
S01627;Q3620149;Antonio Sanna;Antonio Sanna;1909;1950;m;m;Italia;Italia;Alghero;Siligo;;attore;Antonio ignazio;;antifascista;doppiatore italiano;4;;-1;1;1;1;-1;0;0;0;0.5
S01627;Q58694518;Antonio Sanna;Antonio Sanna;1909;0;m;m;Italia;;Alghero;;;ricercatore;Antonio ignazio;;antifascista;researcher ORCID ID = 0000-0001-6114-9552;4;;-1;1;1;0;0;0;0;0;0.0
S01639;Q16560172;Giovanni Sanna;Giovanni Sanna;1896;1931;m;m;Italia;Italia|Regno d'Italia;Padria;Alghero;cantoniere provinciale;allenatore di calcio|calciatore;Giovanni luigi;;socialista;calciatore, allenatore di calcio e dirigente sportivo italiano (1931-2001);4;;-1;1;1;1;-1;0;-1;0;0.25
S01639;Q66788987;Giovanni Sanna;Giovanni Sanna;1896;1877;m;m;Italia;Italia|Regno d'Italia;Padria;Nurri;cantoniere provinciale;insegnante di scuola superiore|storico|traduttore;Giovanni luigi;;socialista;insegnante italiano di storia, saggista e traduttore (1877-1950);4;;-1;1;1;1;-1;0;-1;0;0.5
S01639;Q66788988;Giovanni Sanna;Giovanni Sanna;1896;0;m;m;Italia;;Padria;;cantoniere provinciale;sacerdote cattolico|vescovo cattolico;Giovanni luigi;;socialista;vescovo cattolico;4;;-1;1;1;0;0;0;-1;0;0.0
S01639;Q68910428;Giovanni Sanna;Giovanni Sanna;1896;0;m;m;Italia;;Padria;;cantoniere provinciale;sacerdote cattolico;Giovanni luigi;;socialista;arcivescovo cattolico;4;;-1;1;1;0;0;0;-1;0;0.0
S01651;Q102287555;Salvatore Sanna;Salvatore Sanna;1873;0;m;m;Italia;;Bonorva;;muratore;compositore;Giommaria;;socialista;compositore;2;;-1;1;1;0;0;0;-1;0;0.0
S01651;Q2215661;Salvatore Sanna;Salvatore Sanna;1873;1934;m;m;Italia;Italia|Regno d'Italia;Bonorva;Oristano;muratore;filologo|librettista|poeta|scrittore;Giommaria;;socialista;Italian author (1934–2018);2;;-1;1;1;1;-1;0;-1;0;0.4444444444444444
S01687;Q90454444;Giovanni Sansoè;Giovanni Sansoè;1873;0;m;m;Italia;;Torino;;pittore;ricercatore;Bartolomeo;;anarchico;researcher (ORCID 0000-0003-2328-1768);1;;-1;1;1;0;0;0;-1;0;0.0
S01703;Q4002893;Ugo Sansone;Ugo Sansonetti;1893;1919;m;m;Italia;Italia;Aquila;Roma;ragioniere;atleta|imprenditore|scrittore;Romolo;;comunista;scrittore e atleta italiano (1919-2019);2;;-1;-1;1;1;-1;0;-1;0;0.4
S01957;Q63927737;Giusto Santin;Giusto Santin;1871;1871;m;m;Italia;Regno d'Italia;Forno Di Zoldo;Forno di Zoldo;impiegato privato|operaio;politico|sindacalista;Giovanni;;socialista;politico italiano;1;;1;1;1;1;1;0;-1;0;0.9285714285714286
S02028;Q16039341;Giorgio Santini;Giorgio Santini;1924;1954;m;m;Italia;Italia;Ferrara;Marostica;studente;politico;Orfeo;;antifascista;politico italiano;1;;-1;1;1;1;-1;0;-1;0;0.4
S02169;Q110834532;Enrico Santoro;Enrico Santoro;1881;1898;m;m;Italia;Regno d'Italia;Cerisano;Messina;barbiere|impiegato;soldato;Raffaele;;anarchico;;5;;-1;1;1;1;-1;0;-1;0;0.4615384615384615
S02169;Q97462595;Enrico Santoro;Enrico Santoro;1881;1932;m;m;Italia;Italia|Regno d'Italia;Cerisano;Isernia;barbiere|impiegato;avvocato|politico;Raffaele;;anarchico;politico italiano;5;;-1;1;1;1;-1;0;-1;0;0.6153846153846154
S02205;Q126877093;Luigi Santucci;Luigi Santucci;1886;1886;m;m;Italia;;Samarate;;musicante;critico letterario|saggista|scrittore;Sempliciano;;anarchico;writer (1886-1976);3;;1;1;1;0;0;0;-1;0;0.0
S02205;Q1876253;Luigi Santucci;Luigi Santucci;1886;1918;m;m;Italia;Italia|Regno d'Italia;Samarate;Milano;musicante;poeta|professore universitario|scrittore;Sempliciano;;anarchico;scrittore, romanziere e poeta italiano (1918-1999);3;;-1;1;1;1;-1;0;-1;0;0.25
S02205;Q98787780;Luigi Santucci;Luigi Santucci;1886;1895;m;m;Italia;Regno d'Italia;Samarate;Castel del Piano;musicante;soldato;Sempliciano;;anarchico;militare italiano (1895-1935);3;;-1;1;1;1;-1;0;-1;0;0.4615384615384615
S02207;Q113849917;Mario Santucci;Mario Santucci;1902;0;m;m;Italia;;Perugia;;operaio|sellaio;ricercatore;Lino;;comunista;;1;;-1;1;1;0;0;0;-1;0;0.0
S02251;Q918634;Salvatore Sanzo;Salvatore Sanzo;1879;1975;m;m;Italia;Italia;Terranova;Pisa;contadino;politico|schermidore;Rocco;;socialista;dirigente sportivo ed ex schermidore italiano;1;;-1;1;1;1;-1;0;-1;0;0.4
S02327;Q94686597;Secondo Saracco;Secondo Saracco;1902;1902;m;m;Italia;;Asti;;fabbro ferraio;;Domenico;;comunista;;1;;1;1;1;0;0;0;0;0;0.0
S02385;Q114838473;Giuseppe Sarcina;Giuseppe Sarcina;1892;1962;m;m;Italia;;Trinitapoli;;ortolano;;Francesco;;socialista;Senior Correspondent - Corriere Della Sera;1;;-1;1;1;0;0;0;0;0;0.0
S02521;Q113824091;Francesco Sarra;Francesco Sarracino;1886;0;m;m;Italia;Lussemburgo;Pescosolido;;contadino;scienziato;Antonio;;antifascista;Luxembourg scientist;1;;-1;-1;1;-1;0;0;-1;0;0.0
S02566;Q5385228;Ercole Sarti;Ercole Sarti;1860;1593;m;m;Italia;;Bologna;Ficarolo;;pittore;Luigi;;anarchico;pittore italiano;1;;-1;1;1;0;-1;0;0;0;0.6
S02574;Q124392215;Francesco Sarti;Francesco Sarti;1881;0;m;;Italia;;Vergiate;;scalpellino;ricercatore;Isidoro;;socialista;author of 2015 doctoral thesis at University of Canterbury titled Seismic Design of Low-Damage Post-Tensioned Timber Wall Systems;2;;-1;1;0;0;0;0;-1;0;0.0
S02574;Q92062536;Francesco Sarti;Francesco Sartini;1881;0;m;m;Italia;;Vergiate;;scalpellino;ricercatore;Isidoro;;socialista;researcher (ORCID 0000-0002-5116-8984);2;;-1;-1;1;0;0;0;-1;0;0.0
S02579;Q114561365;Giovanni Sarti;Giovanni Sartini;1872;1837;m;m;Italia;Regno di Sardegna (1847-1861)|Granducato di Toscana|Regno d'Italia;Molinella;Siena;negoziante;calzolaio|patriota;Giuseppe;;socialista;patriota italiano (1837-1914);2;;-1;-1;1;1;-1;0;-1;0;0.4444444444444444
S02579;Q57923259;Giovanni Sarti;Giovanni Sarti;1872;0;m;m;Italia;;Molinella;;negoziante;ricercatore;Giuseppe;;socialista;researcher, ORCID id # 0000-0002-6327-4768;2;;-1;1;1;0;0;0;-1;0;0.0
S02659;Q102431343;Alberto Sartori;Alberto Sartori;1896;0;m;;Italia;;Valdobbiadene;;calzolaio;ricercatore;;;antifascista;Ph.D. Politecnico di Milano 2015;7;;-1;1;0;0;0;0;-1;0;0.0
S02659;Q105846318;Alberto Sartori;Alberto Sartori;1896;1917;m;m;Italia;Regno d'Italia;Valdobbiadene;Stradella;calzolaio;muratore|partigiano;;;antifascista;muratore, partigiano italiano;7;;-1;1;1;1;-1;0;-1;0;0.4285714285714286
S02659;Q112515702;Alberto Sartori;Alberto Sartori;1896;1960;m;m;Italia;;Valdobbiadene;;calzolaio;filosofo|presbitero|professore universitario|teologo;;;antifascista;filosofo italiano (1960-);7;;-1;1;1;0;0;0;-1;0;0.0
S02659;Q16528044;Alberto Sartori;Alberto Sartori;1896;1936;m;m;Italia;Cile;Valdobbiadene;;calzolaio;architetto;;;antifascista;architetto cileno;7;;-1;1;1;-1;0;0;-1;0;0.0
S02659;Q2831830;Alberto Sartori;Alberto Sartoris;1896;1901;m;m;Italia;Italia|Regno d'Italia;Valdobbiadene;Torino;calzolaio;architetto|critico d'arte|saggista|storico dell'arte;;;antifascista;architetto italiano (1901-1998);7;;-1;-1;1;1;-1;0;-1;0;0.33333333333333337
S02664;Q106920108;Bruno Sartori;Bruno Sartori;1903;1989;m;m;Italia;Brasile;Bibbiano;;bracciante;giornalista|umorista;Giuseppe;;comunista;giornalista brasiliano;4;;-1;1;1;-1;0;0;-1;0;0.0
S02664;Q3645924;Bruno Sartori;Bruno Sartori;1903;1911;m;m;Italia;Italia|Regno d'Italia;Bibbiano;Vicenza;bracciante;aviatore;Giuseppe;;comunista;ufficiale italiano;4;;-1;1;1;1;-1;0;-1;0;0.36363636363636365
